name,club,category,time
Simon Booth,Borrowdale,MV40,02:48:38
Kim Collinson,Borrowdale,M,02:48:51
Sam Watson,Wharfdale,M,02:52:50
Neil Talbott,,M,03:02:06
Paul Cornfrth,Borrowdale,MV50,03:07:43
Sam Ware,Keswick,M,03:10:28
Matt Reedy,Ambleside AC,M,03:10:33
Bryan Wakeley,Ambleside AC,M,03:11:33
David Haygarth,Wharfdale,MV40,03:35:34
Dave Ward,Pennine,MV40,03:36:11
Oliver Blomfield,Eden Runners,MV40,03:36:11
Dave Nutall,Bowland,MV40,03:37:22
Tim Ripper,Black Combe,M,03:44:33
Judith Jepson,Dark Peak,FV40,03:45:18
Chris Newman,Wharfdale,M,03:47:30
Nigel Wood,Helm Hill,MV40,03:48:05
Dave Sykes,Dark Peak,MV40,03:48:27
Jon Deegan,Ambleside AC,MV40,03:50:33
Paul Rowley,Pennine,M,03:58:39
Dave Prosser,Keswick,MV50,03:58:51
Spencer Riley,Wharfdale,MV40,03:59:19
Nicky Spinks,Dark Peak,FV40,04:00:09
Kirsty Hewitson,Macclesfield Harriers,FV40,04:00:09
David Armstrong,NFR,MV50,04:00:14
Roger Laycock,Settle,MV50,04:00:41
Donald Ferguson,Keswick,MV50,04:01:21
Simon Gardner,Westerlands,M,04:02:56
Neil Sidaway,CFR,MV50,04:06:06
Rigby Jerram,Kendal,MV50,04:07:21
Rob Stein,CFR,M,04:10:12
Brian Horn,Borrowdale,MV60,04:15:36
Jim O'Hara,Helsby,M,04:15:47
Lee Shimwell,Calder Valley,M,04:16:21
Francis Shillitoe,Northumberland,MV40,04:19:13
Col Rhodes,CFR,MV40,04:22:31
Graham Watson,CFR,MV50,04:23:16
Paul Simpson,Kendal,MV50,04:26:16
Jon Pemberton,Dark Peak,M,04:30:55
Roy Gardner,Saddleworth,MV40,04:31:31
Michael McLoughlin,Preston Harriers,MV60,04:32:51
Yiannis Tridimas,Bowland,MV70,04:36:39
Alan Hirons,North Leeds,MV40,04:46:52
Michael Toman,Rossendale,MV50,04:55:43
Andrew Firth,Clayton Le Moors,MV50,04:56:13
Ivan Whigham,Clayton Le Moors,MV50,04:56:16
Ian Shuttleworth,Coniston,MV50,04:59:35
Daniel Grose,Kendal,MV40,05:00:23
Edwin Sherstone,Southport Waterloo,MV50,05:07:41
Rachel Findlay-Robinson,Keswick,F,05:09:54
Dave McGuire,Wharfdale,MV40,05:11:38
Matthew Mason,Langgarverne,MV50,05:12:47
Rick Ansell,Tring,MV50,05:17:30
Leslay Malarkey,Keswick,FV60,05:19:49
Thomas Keegan,Howgill,MV50,05:33:14
Claire Aspinall,Pennine,F,05:40:32
Ben Coales,Dark Peak,M,05:40:34
James Baron,,MV40,06:00:08
Julie Laverock,Salford Harriers,FV40,06:00:13
David Pickering,Retford,MV40,06:04:11
Justin Bramall,,M,06:04:12
Darren Burns,Fell Ponies,MV50,06:05:22
Alison Wainwright,Staffs Moorlands,FV40,06:13:58
Eleanor Wainwright,Staffs Moorlands,F,06:14:05
Roger Adhby,Pennine,MV70,DNF
Tracy Park,CFR,FV40,DNF
Amanda Graham,CFR,FV40,DNF
Jonathon Tombs,Eden Runners,MV40,DNF
Tom Simpson,Ambleside AC,M,DNF
Siobhan Brewer,Keswick,FV40,DNF
Lindsay Walker,Keswick,F,DNF
Rob Crawford,Coniston,M,DNF
Rob Jones,Keswick,M,DNF
