name,club,category,time
Chloe Rylance,Ambleside,,00:16:27
Lilli Catt,KCAC,,00:16:44
Briony Holt,Clayton,,00:17:00
Gwyneth Parry,Wrexham,,00:17:05
Mia Easthope,Cumbria Fell,,00:17:10
Ruby Firth,Bingley,,00:17:40
Bethany Bergstrand,Middlesborough,,00:17:52
Lottie Beardwood,Helm Hill,,00:18:15
Lauryn Gregg,Rossendale,,00:18:20
Annabel Taylor,Helm Hill,,00:18:29
Poppy Anderson,Ilkley,,00:18:30
Heather Wilshaw,Buxton,,00:19:40
Molly Philbin,Bolton United Har,,00:19:45
Courtney Hutchinson,Ambleside,,00:19:47
Maia Doherty,Helm Hill,,00:21:12
Emily Barnett,Dark Peak,,00:21:17
Abbie Fryer-Winder,Buxton,,00:22:17
