name,club,category,time
Rob Jebb,Bingley Harriers & Ac,,00:49:12
Mark Addison,Helm Hill,,00:49:25
Paul Dugdale,Kendal Amateur Athletic Club,V45,00:50:55
Paul Webb,Unattached,,00:51:11
Garry Greenhow,Ambleside Ac,,00:51:41
Chris Miller,Harrogate Harriers & Athletic,,00:52:30
Paul Crabtree,Wharfedale Harriers,V40,00:53:33
Brian Taylor,Ellenborough Ac,V45,00:54:00
Mary Wilkinson,Bingley Harriers & Ac,L,00:54:19
Andy Thorpe,Calder Valley Fell Runners,V40,00:54:52
Mark Chippendale,Bowland Fell Runners,V40,00:55:04
Robertq Moffatt,Howgill Harriers,,00:55:12
David Wilby,Ilkley Harriers Ac,,00:55:51
David Parkington,Preston Harriers & Ac,V45,00:55:54
Robin Stones,Helm Hill,,00:56:40
Ben Crawshaw,Kendal Amateur Athletic Club,,00:57:08
David Alcock,Pudsey & Bramley Ac,,00:57:22
Chris Davies,Saddleworth Runners Club,V55,00:57:40
Rich Taylor,Unattached,,00:57:43
Craig Burrow,Helm Hill,,00:57:46
Billy Proctor,Helm Hill,V55,00:57:55
Paul Crabtree,Wharfedale Harriers,V45,00:58:00
Carl Edmonds,Black Combe,JM,00:58:50
Paul Reilly,Coniston Fell Runners,,00:58:53
David Wilson,Bowland Fell Runners,V45,00:58:55
Nick Ray,Ellenborough Ac,V40,00:59:03
Andy Mouncey,Settle Harriers,V45,00:59:12
Mark Walsh,Ellenborough Ac,,00:59:22
Jackie Winn,Ellenborough Ac,V60,00:59:29
Chris Reade,Bowland Fell Runners,V45,00:59:39
Chris Pender,Newburgh Nomads Rc,,00:59:41
Shaun Addison,Helm Hill,V50,00:59:42
Paul Lambert,Wharfedale Harriers,V45,00:59:43
Sean Robinson,Howgill Harriers,,00:59:45
Brian Horrocks,Clayton Le Moors Harriers,V50,00:59:59
Roy Gibson,Dark Peak Fell Runners Club,V50,01:00:10
Steve McLean,Southport Waterloo Ac,V50,01:00:12
Douglas Love,Unattached,,01:00:38
Chris Balderson,Clayton Le Moors Harriers,V45,01:00:44
Sam Daley,Settle Harriers,,01:01:04
Michael Bigmore,Unattached,V45,01:01:11
Graham Lubb,Coniston Fell Runners,V45,01:01:14
Robert Crawford,Coniston Fell Runners,,01:01:29
Jim Andrews,Coniston Fell Runners,V45,01:01:51
Paul Upton,Helm Hill,,01:01:55
Scott Davies,Wharfedale Harriers,V40,01:02:02
Clare Pearson,Wharfedale Harriers,L,01:02:06
Barry Hodgson,Ellenborough Ac,V55,01:02:28
Ivan Whigham,Clayton Le Moors Harriers,V50,01:02:36
Lynne Clough,Chorley,L40,01:02:53
John Thompson,Newburgh Nomads Rc,V40,01:02:59
Phil Mather,Lonsdale,,01:03:05
Andrew Carruther,Halesowen AC,V50,01:03:07
Mark Irving,Bowland Fell Runners,,01:03:10
Colin Whitaker,Bowland Fell Runners,V50,01:03:19
Allan Miller,Kendal Amateur Athletic Club,V55,01:03:26
Sam Schofield,Unattached,JM,01:03:31
Pete Miles,Unattached,,01:03:39
Holly Page,Calder Valley Fell Runners,L,01:03:44
Peter Kemp,Ellenborough Ac,,01:03:46
Rachel Hill,Wharfedale Harriers,L40,01:03:50
Simon Tobin,Southport Waterloo Ac,V45,01:04:00
Alistair Hana,Howgill Harriers,JM,01:04:09
Rowan Wood,City Of Lancaster Triathlon,,01:04:10
Neil Worswick,Clayton Le Moors Harriers,V45,01:04:17
Richard Briscoe,Clayton Le Moors Harriers,,01:04:23
Ian Hutchinson,Bowland Fell Runners,V50,01:04:26
Leigh Baron,Unattached,V45,01:04:35
Michael Walsh,Kendal Amateur Athletic Club,V60,01:04:37
Nigel Horney,Keswick Aac,V50,01:05:02
Stuart Allan,Allen Valley Striders,V40,01:05:04
Paul Johnson,Cumberland Fell Runners,,01:05:05
Andrew Lee,Rossendale Harriers & Ac,V40,01:05:15
Martin Harris,Helm Hill,V40,01:05:19
Brian Miller,Harrogate Harriers & Athletic,V55,01:05:22
Les Smalley,Bury Athletic Club,V45,01:05:24
Dawn Atkins,Chorley,L,01:05:25
Stephen Laskley,Unattached,V45,01:05:38
Andy Evans,Settle Harriers,V50,01:05:40
Stephen Morran,Northern Veterans Ac,V55,01:05:41
Rowena Brown,Bowland Fell Runners,L50,01:05:43
David Horrocks,Clayton Le Moors Harriers,V50,01:05:46
Nick Bishop,Wilmslow Running Club,V50,01:05:54
Paul Hindle,Wharfedale Harriers,V50,01:06:04
