name,club,category,time
Mark Graham,Cumberland Fell Runners,MV50,02:41:15
Kevin Lomas,Charnwood AC,MV50,02:43:42
Jonathan Cooper,,MV40,02:45:50
Dave Cumins,FRA,MV40,02:46:54
Brian Horn,,MV50,02:58:15
Rob Salt,Charnwood AC,MV50,03:00:13
Margaret Mackenzie,WCOC,FV50,03:04:29
Jim Bacon,Howbery Park - An Informal Workplace Running Group,MV40,03:15:05
Roderick Pugh,Johnnie Walker Kilmarnock Harriers & AC,MV50,03:18:06
Howard Leslie,WCOC,MV50,03:26:07
Roger Breakell,FRA,MV60,03:29:41
Maurice Musson,Dark Peak Fell Runners Club,MV60,03:29:45
Jonathan Broxap,Kendal AAC,MV50,03:29:56
Ray Johnstone,WCOC,MV60,03:30:04
Dave Lockwood,Dark Peak Fell Runners Club,MV60,03:32:27
Chris Lates,Border Liners OC,MV70,03:33:10
James Bumby,,MV40,03:36:04
Robert Marsden,Dark Peak Fell Runners Club,MV60,03:37:48
Kate Donovan,Howgill Harriers,FU21,03:42:31
Jenny Wren,Border Liners Orienteering Club,FV60,03:48:07
Ruth Holmes,Southern Navigators Orienteering Club,F,03:49:36
Lyndsey Carter,Helm Hill Runners,F,03:49:43
Tim Donovan,FRA,MV40,03:50:25
Janet Evans,Notts Orienteering Club,FV50,03:52:42
Claire Clarke,LOC,F,03:56:40
Julia Laverack,Ambleside AC,FV50,03:58:07
David Powell-Thompson,FRA,MV60,03:59:26
Les Thurston,Bishops Stortford RC,MV60,04:01:11
Carol McNeill,Lakeland Orienteering Club,FV60,04:02:01
Ron Smith,Ambleside AC,MV70,04:02:46
Daniel Steel,,M,04:06:01
Jayne Sales,London Heathside Runners AC,F,04:15:03
Jonathan Haynes,Bishops Stortford RC,MV50,04:18:25
John Dalton,Dark Peak Fell Runners Club,MV60,04:19:11
Joss Naylor,Cumberland Fell Runners,MV70,04:19:29
Faye Cannon,,F,04:20:44
Steve Buckley,Lakeland Orienteering,MV60,04:30:44
Miriam Rosen,Lancaster & Morecambe AC,FV60,04:39:33
Nigel Walker,Kendal AAC,MV50,04:42:28
Ian Cruickshank,,MV40,04:51:51
Malcolm Ruckledge,West Cumberland Orienteers,MV60,05:01:30
Val Kerr,Ilkley Harriers AC,FV50,05:03:13
Andrew Nicoll,Newcastle And Tyneside Orienteers,MV70,05:11:42
Ben Lyon,,MV70,05:41:56
Ken Ledward,Borrowdale Fell Runners,MV70,05:50:26
Andy Clough,Wrekin Orienteers,MV50,dnf
Jeffrey Harrison,Dark Peak Fell Runners Club,MV70,dnf
