name,club,category,time
Finlay WILD,Lochaber Athletic Club,Male Senior,01:13:09
Rob HOPE,Pudsey & Bramley AC,Male V40,01:16:20
Matthew Edwin ROBERTS,Calder Valley FR,Male Senior,01:16:21
Morgan DONNELLY,Borrowdale Fell Runners,Male V40,01:16:23
Ben MOUNSEY,Calder Valley FR,Male Senior,01:16:34
Richard ROBERTS,Eryri Harriers,Male Senior,01:17:14
Tim ELLIS,Calder Valley FR,Male Senior,01:17:25
Martin MIKKELSEN-BARRON,Borrowdale Fell Runners,Male Senior,01:17:34
Andrew FALLAS,Carnethy HRC,Male Senior,01:17:42
Gavin MULLHOLLAND,Calder Valley FR,Male V40,01:17:45
Jethro LENNOX,Shettleston Harriers,Male Senior,01:19:18
Oli JOHNSON,Dark Peak Fell Runners Club,Male Senior,01:19:29
Kieran HODGSON,Helm Hill Runners,Male V40,01:19:43
Lloyd TAGGART,Manx Fell Runners,Male V40,01:19:48
Pete VALE,Mercia Fell Runners,Male V40,01:19:51
Joe MERCER,Horwich RMI Harriers,Male Senior,01:19:56
Neil NORTHROP,Dark Peak Fell Runners Club,Male Senior,01:20:28
Tommy HORTON,Ambleside,Male U/23,01:20:49
Tom SAVILLE,Dark Peak Fell Runners Club,Male U/23,01:21:17
Harry JONES,Mynyddwyr De Cymru,Male Senior,01:21:17
Tom BRUNT,Dark Peak Fell Runners Club,Male V40,01:21:33
Darren KAY,Calder Valley FR,Male V40,01:21:44
Killian MOONEY,Horwich RMI Harriers,Male U/23,01:21:50
Hugh AGGLETON,Mynyddwyr De Cymru,Male Senior,01:22:07
James WALDIE,Carnethy HRC,Male U/23,01:22:21
Mark PALMER,Mynydd Du,Male V50,01:22:32
Jim DAVIES,Borrowdale Fell Runners,Male V40,01:23:00
James KEVAN,Horwich RMI Harriers,Male Senior,01:23:06
Jonny STEEDE,Unattached,Male Senior,01:23:14
Danny HOPE,Horwich RMI Harriers,Male Senior,01:23:18
Shaun GODSMAN,Calder Valley FR,Male V40,01:23:23
Jason WILLIAMS,Calder Valley FR,Male V40,01:23:27
Gareth HUGHES,Unattached,Male Senior,01:23:36
Mark ADDISON,Helm Hill Runners,Male Senior,01:23:38
David TAYLOR,Dark Peak Fell Runners Club,Male V50,01:23:57
Kenny RICHMOND,Shettleston Harriers,Male V40,01:24:06
Michael CAYTON,Horwich RMI Harriers,Male Senior,01:24:14
Mark ROBERTS,Borrowdale Fell Runners,Male V50,01:24:37
Neal CRAMPTON,Pudsey & Bramley AC,Male Senior,01:24:45
Paul TIERNEY,Ambleside,Male Senior,01:24:52
Bill STEWART,Borrowdale Fell Runners,Male V40,01:25:22
John HENEGHAN,Pudsey & Bramley AC,Male Senior,01:25:29
