name,club,category,time
Stuart Bond,Dark Peak Fell Runners,MS,00:24:07
Richard Patton,Dark Peak Fell Runners,MV40,00:26:15
Aidan Linskill,Totley Ac,MS,00:26:34
John Boyle,Dark Peak Fell Runners,MV40,00:27:13
Jon Hargreaves,Unattached,MS,00:27:19
Tom Peel,Fatboys,MJ,00:27:24
John Pemberton,Dark Peak Fell Runners,MS,00:27:26
Richard James,Cgcc,MS,00:27:37
Richard Follett,Unattached,MS,00:28:13
Richard Bradbury,Matlock  Ac,MV40,00:28:27
Gavin Roberts,Dark Peak Fell Runners,MV40,00:28:48
Chris Jackson,Glossopdale,MS,00:28:53
Paul Vincent Stuart,Steel City Striders,MV45,00:29:06
Howard Darwin,Rotherham Harriers,MV40,00:29:08
Austin Frost,Dark Peak Fell Runners,MV40,00:29:22
David James,Cgcc,MS,00:29:28
John Alexander,Cgcc,MS,00:29:38
Kristian Groom,Dark Peak Fell Runners,MS,00:29:44
James Wilson,Glossop,MS,00:29:47
Sam Bellamy,Porter Valley Plodders,MV45,00:29:51
Paul Lydon,Totley Ac,MV40,00:29:58
Caitlin Rice,Glossopdale,FS,00:30:14
Dan Lounds,Unattached,MV40,00:30:29
Stuart Reece,Unattached,MS,00:30:32
Graham Reece,Unattached,MS,00:30:33
Greg Rimmer,Dark Peak Fell Runners,MV50,00:30:37
Adam Ryder,Unattached,MS,00:30:39
Andrew Mansfield,Unattached,MS,00:30:43
Jonathan Clowes,Unattached,MS,00:30:52
Alec Hartley,CGCC,MS,00:30:53
John Gilchrist,AVOHK,MV45,00:30:58
Steve Sanders,Penistone Footpath,MV40,00:31:07
John Thompson,Unattached,MV40,00:31:18
Andy Buck,Steel City Striders,MV50,00:31:23
Paul Keen,Dark Peak Fell Runners,MV60,00:31:27
Mark Elwis,Unattached,MV45,00:31:29
Trevor Watson,Steel City Striders,MV50,00:31:38
Philip Beaty,Unattached,MS,00:32:05
Simon Wiles,Steel City Striders,MV45,00:32:06
Sam Marsters,Unattached,MS,00:32:21
Ashley Kay,Dark Peak Fell Runners,MV50,00:32:27
James Crossland,Unattached,MS,00:32:32
Mark Jenneson,Totley AC,MS,00:32:37
David Beerling,Dark Peak Fell Runners,MV45,00:32:40
Steve Weyhall,Retford AC,MV55,00:32:46
Steven Atkinson,Steel City Striders,MV40,00:33:00
Ross Drayton,Steel City Striders,MS,00:33:11
Malcolm Stapleton,2 Dash,MV45,00:33:13
Ben Coales,Dark Peak Fell Runners,MS,00:33:17
Gaye Fletcher,Hallamshire Harriers,FV40,00:33:19
Toby Sydes,Calder Valley Fell Runners,MV40,00:33:24
Bob Grocutt,Unattached,MV50,00:33:28
Tom Fawkes,Bradwell Sports,MS,00:33:36
Richard Clegg,Macclesfield Harriers,MS,00:33:39
Kenny Turner,Dark Peak Fell Runners,MV50,00:33:41
Robert Stewart,Unattached,MV40,00:33:42
Steve Dickinson,Penistone Footpath,MV45,00:33:43
Neil Hindle,FRA,MV55,00:33:47
Kirsty Bryan-Jones,Dark Peak Fell Runners,FV40,00:33:50
Paul Rigsby,Dark Peak Fell Runners,MS,00:33:53
Lauren Penhaligon,CGCC,FS,00:33:56
Richard Bowles,Unattached,MS,00:34:01
Daniel Allen,Tideswell,MS,00:34:02
Ben Brindley,Tideswell,MS,00:34:12
Allison Higgins,Fatboys,FV40,00:34:24
Ryan Alexander,Unattached,MS,00:34:48
Liam Gilchrist,Unattached,MJ,00:34:50
Lee Gordon,Fusion CC,MV40,00:35:09
George Willingham,Tideswell,MV45,00:35:10
Mel Seymour,Tideswell,FS,00:35:15
Steve Kerrison,Esk Valley Fell,MV40,00:35:29
Steven Eyre,Unattached,MV45,00:35:32
Elaine O'Sullivan,Team Balancise,FV50,00:35:33
Brian Nevin,Unattached,MS,00:35:34
Jeff Taylor,Handsworth Roadhogs,MV50,00:35:37
Owen Henriksen,Unattached,MV50,00:35:48
Lesley Turner,Tideswell,FV45,00:36:10
Linda Dixon,Unattached,FS,00:36:13
Bob Gardner,North Derbyshire,MV50,00:36:15
Linda Wood,Unattached,FS,00:36:18
Susan Wood,Unattached,FS,00:36:19
Sarah Stables,Hallamshire Harriers,FS,00:36:22
Greg Mosley,Bradwell Sports,MS,00:36:32
Chris Miller,Unattached,MV45,00:36:34
Donna Claridge,Dark Peak Fell Runners,FV45,00:36:36
Anthony Horstead,Steel City Striders,MS,00:36:38
Alan Ashforth,Handsworth Roadhogs,MV60,00:36:49
Anton Horseall,Handsworth Roadhogs,MV40,00:36:50
Eleanor Nash,University Of Newcastle,FS,00:36:56
Becci Sampson,Unattached,FS,00:37:20
Mel Mccart,Unattached,MV50,00:37:41
David Arundale,Dark Peak Fell Runners,MV55,00:37:49
Jon Heathfield,Dark Peak Fell Runners,MV50,00:38:04
Simon Foster,Unattached,MV50,00:38:22
Andrew Matthews,Fatboys,MV50,00:38:38
Fee Womersley,Totley Ac,FV50,00:39:14
Rachel Goacher,Valley Hill Runners,FV40,00:39:22
Jim Fulton,Dark Peak Fell Runners,MV55,00:39:39
Darren Pembleton,Unattached,MV40,00:39:45
Carol Beattie,Steel City Striders,FV55,00:39:50
Sarah Ridgeway,Unattached,FS,00:39:59
Felicity Stout,Unattached,FS,00:40:10
Bob Innes,Penistone Footpath,MV60,00:40:20
Elaine Winton,Unattached,FV50,00:40:42
Liz Barber-Lilley,Smiley Faces,FV45,00:41:07
Elaine Watson,Unattached,FV50,00:41:09
Jane Cockerton,Penistone Footpath,FV50,00:41:32
Heather Marsh,Unattached,FV45,00:42:19
Matthew Zawadzki,Steel City Striders,MV40,00:43:33
Kate Hamilton,Dark Peak Fell Runners,FS,00:43:56
Melanie Horstead,Unattached,FS,00:44:34
Mel Sanders,Barnsley Harriers,FV50,00:44:48
Charmian Heaton,Retford Ac,FV50,00:45:04
James Stapleton,2 Dash,MJ,00:46:34
Lucy Manifold,Unattached,FS,00:47:06
Debbie Mccart,Unattached,FV50,00:47:56
Emily Willingham,Tideswell,FJ,00:51:42
Ken Price,Unattached,MV60,00:51:45
