name,club,category,time
Ricky Lightfoot,Ellenborough AC,M,00:37:29
Martin  Mikkelsen-Barron,Borrowdale Fell Runners,M,00:38:41
Chris Edis,Keswick AC,M,00:39:01
Phil Winskill,Keswick AC,M,00:39:33
Steve Hebblethwaite,Keswick AC,M,00:40:38
Sam Ware,Eden Runners,M,00:40:56
Mark Lamb,Keswick AC,M,00:41:31
Andy Blackett,Durham Fell Runners,M,00:42:14
Darren Block,Cumberland Fell Runners,M,00:42:19
John Helme,Ambleside AC,M,00:42:57
Lee Newton,Keswick AC,M,00:43:21
John  Nicholl,Keswick AC,M,00:44:03
Nigel Wood,Coniston Fell Runners,M,00:44:46
Callum Tinnion,Tri Lakeland,M,00:45:10
Jon Smith,Calder Valley Fell Runners,M,00:45:42
Steve Bennett,Eden Runners,M40,00:46:44
Craig Barron,Keswick AC,M,00:47:06
Craig Smith,Keswick AC,M40,00:47:14
Chris  Harling,Unattached,M,00:47:32
Paul Reilly,Coniston Fell Runners,M,00:47:46
Chris Brewer,Keswick AC,M40,00:47:58
Pippa Maddams,Keswick AC,F,00:48:05
Andy Thompson,Eden Runners,M,00:49:56
Duncan Overton,Keswick AC,M60,00:50:14
Shaun Atkinson,Unattached,M,00:50:36
Rob Wynne,Keswick AC,M50,00:50:38
Jim Andrews,Coniston Fell Runners,M40,00:50:43
Christopher Lister,Unattached,M,00:50:51
Robert Jones,Keswick AC,M,00:51:19
Neil Thompson,Keswick AC,M40,00:51:29
Peter Kemp,Ellenborough AC,M,00:51:41
Ian  Horne,Eden Runners,M40,00:52:12
Rick Cooper,Keswick AC,M40,00:52:31
Nick Hampton,Keswick AC,M40,00:52:47
Jim Downie,Keswick AC,M60,00:52:54
Stuart Edginton,Keswick AC,M40,00:53:11
Jenn Mattinson,Keswick AC,F,00:53:13
Mhairi Cameron,Ambleside AC,F,00:53:23
Alan Stewart,Tri Lakeland,M40,00:53:43
Ian  Hall,Unattached,M40,00:54:37
Rachel Mellor,Keswick AC,F,00:54:54
Jo Gillyon,Keswick AC,F,00:55:05
Nigel Callender,Northumberland Fell Runners,M,00:55:36
John Shaw,Keswick AC,M40,00:56:32
Simon Hodgson,Unattached,M,00:57:02
Kerry Cornforth,Borrowdale Fell Runners,F40,00:57:28
Catherine Spurden,Keswick AC,F,00:57:51
Victoria Haworth,Keswick AC,F,00:58:05
David Hobson,Unattached,M,01:00:06
Sarah Bennett,Keswick AC,F40,01:00:07
Alison Clark,Unattached,F,01:00:08
Anna Blackburn,Cumberland Fell Runners,F50,01:00:53
Harvey Aughton,Unattached,M,01:01:36
Sue Ashley,Keswick AC,F60,01:03:57
Kim Clark,Keswick AC,F50,01:05:17
Lesley Malarkey,Keswick AC,F60,01:06:29
Lindsay Buck,Cumberland Fell Runners,F50,01:07:08
Siobhan Brewer,Keswick AC,F40,01:07:26
Gill Douglas,Eden Runners,F50,01:07:58
Miriam Rosen,Lancaster & Morecambe AC,F60,01:16:54
David Rosen,Lancaster & Morecambe AC,M60,01:17:29
