name,club,category,time
Simon Harding,Macclesfield,,02:40:41
John Hunt,Dark Peak,,02:47:49
Mark Davies,NWRR,,02:50:28
Matt Fortes,Eryri,,02:51:56
Martin Cliffe,Eryri,,02:54:18
Noel Craine,Eryri,,02:54:24
Simon Edwards,Buckley,,02:54:37
Simon Roberts,Buckley,,02:55:10
Tim Budd,Glossop,,02:59:48
Neil Ashcroft,Ambleside,,03:02:01
John Parkinson,Eryri,,03:02:13
Darren Fishwick,Chorley,,03:02:21
Chris Jackson,Glossop,,03:02:36
John Hewitt,Glossop,,03:03:42
Andrea Rowlands,Eryri,,03:03:47
John Boyle,Dark Peak,,03:05:23
Mel Price,Mercia,,03:05:26
Virgil Barton,Mercia,,03:05:32
Tim Culshaw,Glossop,,03:05:41
Richard Hunt,Dark Peak,,03:05:52
Caitlin Rice,Glossop,,03:06:53
Dave Sykes,Dark Peak,,03:07:02
Carwyn Phillips,Preseli,,03:08:14
Hugh O'Donnell,Eryri,,03:08:40
Gavin Williams,Dark Peak,,03:09:18
Dyfed W-Thomas,Eryri,,03:09:34
Jim O'Hara,Helsby,,03:09:39
Ed Gamble,Cheshire,,03:11:01
Chris B-Hughes,Helsby,,03:12:57
Neil Shepherd,Bowland,,03:14:07
Ashley Kay,Dark Peak,,03:15:59
Ed Harmer,Eryri,,03:17:09
Greg Rimmer,Dark Peak,,03:17:54
Glen Davies,Mercia,,03:19:03
Richard White,Glossop,,03:20:23
Jeremy Randell,Meirionnydd,,03:21:43
Alan Jones,Meirionnydd,,03:21:43
Iwan Edgar,Eryri,,03:24:10
Andy Pritchard,Buckley,,03:27:39
John Rainford,Preston,,03:28:53
Steve Toogood,Buckley,,03:29:06
Ian John,Eryri O,,03:29:53
Stewart MacDonald,Eryri,,03:31:21
Gwion Williams,Eryri,,03:32:04
Emlyn Roberts,Eryri,,03:32:05
Willy Kitcher,Dark Peak,,03:33:38
Carl Bedson,Glossop,,03:40:57
Alan Duncan,Bowland,,03:43:37
Adam Clarke,Dark Peak,,03:46:00
Kate Worthington,Eryri,,03:46:09
Vic Belshaw,Denbigh,,03:47:12
Daniel Gilbert,U/a,,03:47:21
John Griffith,Preston,,03:48:02
Yiannis Tridimas,Bowland,,03:49:12
Lewis Ashton,Dark Peak,,03:55:54
Kean Rowlands,Eryri,,03:56:56
Emma Collins,Denbigh,,03:57:20
Clare Harris,Todmorden,,03:59:18
Adrian Eggleton,U/a,,04:00:32
Stel Farrar,U/a,,04:01:28
Edwin Sherstone,Southport,,04:02:28
Sarah Thorp,West End,,04:02:31
Donna Claridge,Dark Peak,,04:03:30
Michael McLoughlin,Preston,,04:04:06
Roger Squire,Wrexham,,04:05:27
Phil Gillard,Helsby,,04:06:50
Harri Roberts,Eryri,,04:07:51
John Salamancha,West End,,04:08:38
Emily Wood,Eryri,,04:08:46
Eddie Lesniak,Achille Ratti,,04:24:05
Jackie Keasley,Helsby,,04:25:37
Sue Howarth,Mercia,,04:28:32
Ellie Salisbury,Eryri,,04:28:32
Nick Harris,Rossendale,,04:32:18
Alice Wilson,Glossop,,04:34:22
James Hulme,Watnall,,04:40:53
David Owen,Prestatyn,,04:42:23
Maggie Oliver,Eryri,,04:52:52
Fiona Owen,,,DNF
Hugh Morgan,,,DNF
