name,club,category,time
Richard McGrath,Ellenborough,M,04:46:28
David Ward,Pennine,M,04:49:53
Nick Ray,Ellenborough,MV 40,05:03:20
Steve Knowles,Pennine,MV 40,05:07:33
Charlie McIntosh,Pudsey And Bramley,MV 45,05:08:58
Mike Harrison,CFR,MV 40,05:09:24
Mark Pursell,Pennine,M,05:12:30
Lewis Taylor,Keswick,M,05:17:13
Peter Crompton,CFR,MV 55,05:26:31
Dave Sykes,Dark Peak,MV 40,05:26:44
Robyn Kime,South Africa,L,05:33:27
David Wilson,Bowland,MV 45,05:34:22
Michael Owen,South Africa,M,05:35:42
Bill Johnson,Calder Valley,MV 45,05:45:26
Neil Walker,Altrincham,M,05:49:04
Dave Soles,Pennine,MV 50,05:51:58
Roy Ruddle,Ilkley,MV 50,05:52:16
Simon Laheney,Black Combe,MV 40,05:55:32
Martin Hancock,Skipton,MV 45,05:55:35
Neil Weightman,Erewash,MV 50,05:55:44
Phil Clayton,Black Combe,MV 45,06:10:32
Jonathan Pitts,Ilkeston,MV 45,06:27:07
Colin Ward,Ilkeston,MV 40,06:28:25
Simon Entwisle,Pennine,MV 55,06:29:05
Leigh Warburton,Bowland,MV 55,06:29:37
Andrew Hunter,Beeston,MV 40,06:33:04
Richard Dixson,Pennine,M,06:34:35
Nina Walkinshaw,CFR,L,06:37:18
Jackie Scarf,Bowland,LV 50,06:57:22
David Broadbent,Sinfin,M,06:57:32
Lesley Malarkey,Keswick,LV 65,06:58:56
Andrew Minister,Hartlepool,M,07:10:11
Justin Bramall,U/A,M,07:39:28
Richard Townsend,Saltwell,MV 50,07:44:57
Graham Ansell,U/A,M,07:55:40
Bob Hughes,Ochill,MV 60,08:00:05
Darren Parker,CFR,MV 45,08:03:35
Fiona Fullward,Dark Peak,L,08:15:47
Tim Horrocks,Pennine,MV 45,08:18:42
Jo Bowen,Pennine,LV 40,08:28:26
