name,club,category,time
Tom Wild,Macclesfield Harriers,,27:30
Darren Holloway,Pennine Fellrunners,,27:40
Jonny Wilson,Fat Boys,,28:30
Chris Perry,N/A,,29:07
Ben Cartwright,N/A,,29:19
Rob White,Buxton AC,,30:30
Paul Tutt,N/A,,30:55
Andy Barnett,Dark Peak,,31:18
Simon Bennett,Steel City Striders,,31:23
Peter Davies,N/A,,32:01
Paul Fauset,Dark Peak,,32:03
Angus Malcolm,N/A,,32:17
Pete Fraser-Smith,Dark Peak,,32:30
James Alton,N/A,,32:32
Anthony Whitehouse,Beta Climbing,,32:50
Paul Sorrell,N/A,,32:55
Richard Hunt,Dark Peak,,32:59
Mick Archer,N/A,,33:05
Stephen Metz,Porter Valley Plodders,,33:09
Dicky Wilkinson,Dark Peak,,33:13
Tim Hall,Porter Valley Plodders,,33:33
Craig Allen,Belper Harriers,,33:43
Jason Tatton,Buxton AC,,33:44
Paul Garton,N/A,,33:50
Ian Hatch,Southwell RC,,34:32
Hannes Bonitz,N/A,,34:39
Andy Hartley,Fat Boys,,34:44
Dave Halford,N/A,,34:55
Ben Brindley,Tideswell Running Club,,34:55
Tim Coey,Fat Boys,,35:07
Mark Jenneson,Totley AC,,35:11
Michael Docherty,N/A,,35:13
Dominic Taylor,Fat Boys,,35:24
Daryl Godfrey,Elton Ski Club,,35:48
Trevor Stevens,N/A,,35:51
Gary Newham,Erewash Valley RC,,35:54
Bob Grocutt,N/A,,35:56
William Grainger,Tideswell Running Club,,36:02
Richard Corker,N/A,,36:30
David Fox,Elton Ski Club,,36:33
Steve Wathall,Retford AC,,36:34
Neale Vanstone,Fat Boys,,37:16
Charles Bennett,Elton Ski Club,,37:29
David Whittaker,Sheffield Tri Club,,37:35
Graham Barnes,N/A,,37:43
Debbie Smith,Dark Peak,,37:48
Mark Mallender,N/A,,37:54
Simon Berry,Beta Climbing,,38:00
Lee Gordon,Fusion,,38:13
John Bolton,N/A,,38:23
Steve Jones,N/A,,38:28
Phillip Smith,N/A,,38:35
Stuart Woodhead,Penistone Fell Runners,,38:47
Stuart Whittaker,Erewash Valley RC,,38:55
Rob Willis,N/A,,38:59
Mel McCart,N/A,,39:02
Jo Bednall,N/A,,39:21
John Cusack,N/A,,39:23
Eoin Connaughton,Dark Peak,,39:39
Charlotte Birch,N/A,,40:00
Alan Ashforth,Handsworth Roadhogs,,40:10
Gary Goodall,Elton Ski Club,,40:16
Stuart Hale,Dark Peak,,40:25
Isobel Ellis,Smiley Faces,,40:35
Hannah Jenneson,Totley AC,,41:21
Cate Read,N/A,,42:10
Chris Bagley,Fat Boys,,42:12
John Wright,N/A,,42:26
Richard Garton,N/A,,43:24
Jan Ashworth,Hallamshire Harriers,,44:15
Anil Adisesh,Sheffield Harriers,,44:48
Julie Peckett,Smiley Faces,,44:52
Naomi Morrison,Smiley Faces,,45:42
Debbie McCart,N/A,,46:22
Martin Beal,N/A,,47:24
Elaine Watson,N/A,,47:26
Joan Waller,Dark Peak,,48:35
Amy Mallender,N/A,,48:36
