name,club,category,time
Rob Jebb,Bingley,M,00:19:59
Kim Collinson,Eden,M,00:20:35
Mark Addison,Helm Hill,M,00:20:40
Phil Davies,Borrowdale,M40,00:20:47
Carl  Bell,Howgill,M,00:21:42
Mike Fanning,Borrowdale,M40,00:21:54
Alistair Dunn,Helm Hill,M,00:22:13
Sam Watson,Wharfdale,M,00:22:17
Darren Holloway,Pennine,M40,00:22:19
Chris Eddis,YHA,M,00:22:32
Mike Robinson,Dark Peak,M40,00:22:42
John Nicoll,Keswick,M40,00:22:49
John Hooson,Ambleside,M40,00:23:02
Gary Greenhow,Ambleside,M,00:23:15
Rick Stuart,Helm Hill,M40,00:23:24
Graham Rush,,M,00:23:39
Sarah McCormack,Moorfoot,F,00:23:57
Phill Craker,Ambleside,M,00:23:58
Robin Stone,Helm Hill,M,00:24:03
Mike McIver,Black Combe,Mu23,00:24:04
Matt  Reedy,Ambleside,M,00:24:05
David Nield,Clayton-le-Moor,M50,00:24:29
Richard Stevens,Ambleside,M,00:24:32
Gavin Bland,Borrowdale,M40,00:24:39
Paul Carman,Wharfdale,M,00:24:44
Paul Crabtree,Wharfdale,M40,00:24:47
Alex  Brown,Helm Hill,U18,00:24:51
Graham Hewitt,,M40,00:24:54
Lee Proctor,Helm Hill,M,00:25:01
John Hosker,Howgill,M,00:25:03
Rob Dewhurst,Ambleside,M40,00:25:03
Graham Schofield,Horwich,M50,00:25:07
Craig Stansfield,Rossendale,M40,00:25:10
Niall  Frost,,M,00:25:11
Oliver  Bloomfield,Eden,M40,00:25:14
Andy Thompson,Eden,M,00:25:15
Dave Ward,Pennine,M,00:25:28
Harry Dolby,,M,00:25:33
Lindsey Brindle,Horwich,F,00:25:34
Rob Hart,,M40,00:25:47
Jack Wright,Ambleside,Mu23,00:25:51
Hazel Robinson,Ambleside,F,00:25:53
Adam Crowe,Ambleside,M,00:25:59
Dave Wilson,Bowland,M40,00:26:12
Billy Proctor,Helm Hill,M50,00:26:15
Fraser Scott,Lomon Hill Runners,M,00:26:17
Stuart H,Cosmic Hill Bashers,M,00:26:35
Chris Jackson,Glossop Harriers,M,00:26:41
Dave Banks,Kendal,M40,00:26:44
Darren Fishwick,Chorley Harriers,M,00:26:46
Gavin Thomas,Kendal,M40,00:26:48
Derek Schofield,Rossendale,M50,00:27:01
Paul Neild,Bowland,M,00:27:11
Luke Appleyard,Wharfdale,M,00:27:13
,,,00:27:14
Sharon Taylor,Bingley,F,00:27:15
James Robinson,Wharfdale,M,00:27:16
,,,00:27:16
,,,00:27:20
,,,00:27:25
,,,00:27:28
,,,00:27:32
Mark Taylor,Clayton-le-Moor,M,00:27:40
,,,00:27:42
,,,00:27:47
,,,00:27:50
,,,00:27:56
,,,00:27:57
,,,00:28:01
,,,00:28:02
Gerrard Meneaud,FRA,M60,00:28:12
Robert Moffat,Howgill,M,00:28:14
Stuart Allan,Allithwaite,M40,00:28:19
,,,00:28:20
Anthony Bowness,,M40,00:28:22
Kathleen Aubrey,Helm Hill,F40,00:28:41
Ben Wilson,Bowland,Mu16,00:28:44
Sam Crompton,,M,00:29:02
Tim Jackson,Settle Harriers,M40,00:29:05
Chris Taylor,Mercia,M50,00:29:06
David Jones,,M60,00:29:07
Catherine Spurden,YHA,F,00:29:08
,,,00:29:19
Ian Robinson,Clayton-le-Moor,M50,00:29:23
Simon Brister,Matlock,M60,00:29:25
Judy Howells,Wharfdale,F40,00:29:52
Michael Toman,Rossendale,M40,00:29:52
Michael McCormack,,M50,00:30:08
Richard Wells,Allithwaite,M40,00:30:18
Dicky Wilkinson,Dark Peak,M50,00:30:23
David Appleyard,Helm Hill,M40,00:30:24
Stuart Hill,,M,00:30:26
Pat McIver,Black Combe,M40,00:30:28
Carl  Crompton,,M,00:30:46
Robin Mitten,Pennine,M,00:30:51
Patrick Willink,Helm Hill,M40,00:30:54
John Matthews,Ambleside,M40,00:30:55
Andrew Dugdale,Clayton-le-Moor,M40,00:30:59
John Kirkbridge,Coniston,M40,00:31:02
Mac Knowles,Black Combe,M50,00:31:05
Andrew Russell,Helm Hill,M40,00:31:05
Steven Fish,Clayton-le-Moor,M50,00:31:10
Paul Simpson,Kendal,M40,00:31:28
Rigby Jerram,Kendal,M50,00:31:45
Becky James,Helm Hill,F,00:31:48
Chris Graham,,M,00:31:51
Emma Laverie,Edinburgh AC,F,00:31:54
Laura Munro-Bennett,Helm Hill,Fu18,00:31:55
Lindsey Harrod,Helm Hill,F40,00:32:04
Alan Culston,,M,00:32:14
Lindsey Buck,CFR,F50,00:32:14
Graham Wright,Rossendale,M60,00:32:24
Guy Martin,Trentham,M,00:32:26
Andrew Firth,Clayton-le-Moor,M50,00:32:33
,,,00:32:33
Bev Thompson,Clayton-le-Moor,F40,00:32:41
Jen Mattherson,Howgill,F,00:32:44
Wendy Dodds,Clayton-le-Moor,F60,00:32:47
Kevin Bray,Morpeth,M50,00:33:03
Ian Maudsley,Coniston,M,00:33:04
Graham Eccles,Clayton-le-Moor,M50,00:33:06
Trev Milner,Dark Peak,M50,00:33:23
Jeremy Wilkinson,Calder Valley,M40,00:33:25
Ben Nield,Clayton-le-Moor,M,00:33:53
John Hazel,,M50,00:34:02
Paul Caine,Hoad Hill,M,00:34:13
Ivan Wong,SPRC,M,00:34:32
Kate Sutton,Wilmslow,F40,00:34:34
Eleanor Knowles,Ambleside,F40,00:34:36
Annie Roberts,K&C,Fu18,00:34:37
Jenny Lee,,F,00:34:47
Jenna Wood,Howgill,Fu16,00:34:48
Eddie Dealtry,Kendal,M60,00:34:49
John Reeves,,M40,00:34:57
Matthew Savage,,M,00:35:03
Jo Smith,Trent Park,F,00:35:09
Chris  Kirkham,,M50,00:35:12
David Timmins,FRA,M60,00:35:28
Sue Roberts,Todmorden,F40,00:35:42
Gary Law,YHA,M60,00:35:50
Nicola Horsfall,Clayton-le-Moor,F,00:36:18
Eva Martin,Trentham RC,F,00:36:53
Colin Blackburn,NFR,M50,00:37:33
Phil Corris,Lancs Constabulary,M50,00:37:47
Val Gill,Black Combe,F50,00:38:04
Nicola Hart,Ambleside,F40,00:38:13
Graham Morgan,Mercia,M,00:38:29
Phil Haygarth,,M40,00:40:41
Louise Connell,,F,00:40:46
James Ashton,,M,00:40:53
,,,00:42:51
,,,00:42:51
Paul Reily,Coniston,M,DNF
,,,DNF
