name,club,category,time
MARK OLLERENSHAW,GLOSSOPDALE HARRIERS,M,00:32:09
STEVIE KNOWLES,PENNINE,M45,00:32:59
WILLIAM GRIFFITHS,PENNINE,M,00:33:14
LOUIE FORSHAW PERRING,BUXTON AC,MU23,00:33:37
TOM BUSH,PENNINE,M,00:33:56
KATIE WALSHAW,HOLMFIRTH,L,00:34:13
RICHARD HUNT,DARK PEAK,M40,00:34:42
ALLEN BUNYAN,MACCLESFIELD HARRIERS,MU23,00:35:01
THOMAS JACKSON,GOYT VALLEY STRIDERS,M,00:35:21
JAMES HOBSON,GOYT VALLEY STRIDERS,M,00:35:32
JOHN HEWITT,GLOSSOPDALE HARRIERS,M50,00:36:11
OLIVIA WALWYN,MACCLESFIELD HARRIERS,L,00:36:22
SHAUN JACKSON,ALTRINCHAM,M45,00:36:53
JAMES REES,GOYT VALLEY STRIDERS,M,00:37:28
DIGBY HARRIS,PENNINE,M45,00:37:29
CHRIS SHEARLOCK,,M40,00:37:35
RICHARD BOUGLAS,BUXTON AC,M,00:37:49
RICK ALDRED,BUXTON AC,M40,00:38:09
AIDAN GRANT,GOYT VALLEY STRIDERS,M40,00:38:35
BRIAN MACFADYEN,MACCLESFIELD HARRIERS,M55,00:38:55
JOHN MOONEY,MACCLESFIELD HARRIERS,M55,00:39:19
ALAN BOCKING,CHESHIRE HILLRACERS,M60,00:39:26
ROB SKELTON,,M40,00:39:43
GRAHAM BROWN,MACCLESFIELD HARRIERS,M45,00:40:05
ANGELA MARKLEY,MACCLESFIELD HARRIERS,L,00:40:07
ROYLAND MEYLAN,BUXTON AC,M45,00:40:16
MARK HALSEY,BUXTON AC,M40,00:40:28
RACHEL LAWERENCE,MACCLESFIELD HARRIERS,L,00:40:43
ADRIAN TARASIVK,PENISTONE,M,00:40:46
PETER BAILEY,BUXTON AC,M50,00:40:59
BARRY BLYTHE,MACCLESFIELD HARRIERS,M65,00:41:06
PATRICK TWENTYMAN,BUXTON AC,MU23,00:41:19
JASON HART,GLOSSOPDALE HARRIERS,M40,00:41:23
JO BEDNALL,BUXTON AC,L50,00:41:24
FRANK FIELDING,PENNINE,M60,00:41:28
RICHARD APPLEWIGHT,MACCLESFIELD HARRIERS,M40,00:41:31
EMMA GERRARD,PENNINE,L,00:41:41
JAMES HINDE,MANCHESTER HARRIERS,M40,00:41:54
BRIAN HOLLAND,GUS,M60,00:42:03
TIM HARGREAVES,STOCKPORT HARRIERS,M55,00:42:05
DARREN CLARKE,GLOSSOPDALE HARRIERS,M45,00:42:12
RICHARD SCOTTNEY,PENNINE,M65,00:42:14
ANNA ASPINALL,GOYT VALLEY STRIDERS,L,00:42:31
GRAHAM BARNES,,M60,00:42:34
NICK JONES,BUXTON AC,M40,00:42:49
CHRIS HANLON,,M40,00:43:01
JOHN RAWLENSON,STEEL CITY STRIDERS,M45,00:43:11
PHILIP BARNES,PENNINE,M55,00:43:31
CRAIG PARTRIDGE,ALTRINCHAM,M45,00:43:46
DAVE BOWEN,PENNINE,M60,00:43:54
CHRIS STEWARD,MANCHESTER HARRIERS,M,00:44:03
DAVID IBBOTSON,,M60,00:44:08
JULIE RUNDALL,GOYT VALLEY STRIDERS,L40,00:44:12
CATHERINE VOYCE,MACCLESFIELD HARRIERS,L40,00:44:19
RICHARD SKITT,MANCHESTER HARRIERS,M,00:45:21
MICHAEL RICHARDSON,HANDSWORTH ROADHOGS,M55,00:46:35
LAWERENCE FENNELLY,GLOSSOPDALE HARRIERS,M55,00:46:39
JOHN STEPHENSON,GLOSSOPDALE HARRIERS,M55,00:46:59
SIMON BRAY,SINFIN RC,M40,00:47:43
ALANNAH BIRTWISTLE,MACCLESFIELD HARRIERS,MU23,00:47:48
STEVE LOMAS,MACCLESFIELD HARRIERS,M45,00:48:02
JOHN RICHARDSON,HANDSWORTH ROADHOGS,M50,00:48:05
ESKLLE MCGUIRE,,L40,00:48:18
CAROLYN WHITTLE,GOYT VALLEY STRIDERS,L40,00:48:29
WAYNE GRANT,GOYT VALLEY STRIDERS,M40,00:49:09
HELEN GILBERT,GOYT VALLEY STRIDERS,L45,00:49:25
DARREN BURNS,FELL PONIES,M50,00:49:37
MATT LONG,,M45,00:51:06
HEATHER FRYER-WINDER,BUXTON AC,L50,00:51:09
NINA MOSS,MACCLESFIELD HARRIERS,L,00:52:06
WENDY BOUNDBABGT,BUXTON AC,L50,00:52:48
CHRISTINE BOWEN,GOYT VALLEY STRIDERS,L55,00:53:09
LOUISE MCHUGH,,L,00:53:57
JO BOWEN,PFR,L40,00:54:18
NEIL SHUTTLEWORTH,GLOSSOPDALE HARRIERS,M70,00:58:45
ROSS MARTLAND,BUXTON AC,M40,DNF
BEN TETLER,GLOSSOPDALE HARRIERS,M,DNF
