name,club,category,time
Sam Clapton,Scarbrough Athletics Club,B,00:06:25
Logan Hargreaves Madhas,Wharfedale,B,00:06:37
Robert Askew,Helm Hill,B,00:06:50
Pierce Harris,Helm Hill,B,00:06:59
Bella Reed,Notts AC,G,00:07:00
Toby Antcliff,City Of York,B,00:07:17
Sunnivah Waterman,Holmfirth Harriers,G,00:07:26
George Hobbs,Holmfirth Harriers,B,00:07:36
Florance Reed,Notts AC,G,00:07:37
Abigail Smith,CFR,G,00:07:57
Oliver Gardner,Blackburn Harriers,B,00:07:59
Finnian Hutchinson,City Of York,B,00:08:00
Samuel Thom,N\A,B,00:08:04
Sarah Warhurst,Pennine FR,G,00:08:06
Emily Elmes,Ilkley Harriers,G,00:08:09
Harry Hobbs,Holmfirth Harriers,B,00:08:24
Erin Bagge,Helm Hill,G,00:08:34
Joshua Roelants,Helm Hill,B,00:08:59
Katriona Newell,Rossendale Harriers,G,00:09:09
Ellie Thomas,Helm Hill,G,00:09:24
