name,club,category,time
Adam Osborne,Leeds City AC,M,01:31:27
Stuart Bond,Dark Peak,M,01:37:04
Tom Bush,Altrincham & District AC,M,01:40:22
Olivia Walwyn Bush,Altrincham & District AC,F,01:40:24
Richard Houghton,Macclesfield Harriers,V40,01:41:30
Dave Aucott,Dark Peak,V40,01:41:54
Dave Neill,Staffordshire Moorlands AC,V50,01:42:07
William Neill,Mercia Fell Runners,M,01:42:08
Kieran Hodgson,FRA,M,01:43:31
Ian Mills,Unattached,M,01:46:44
Mick Stenton,Dark Peak,V50,01:47:02
Jonny Wilson,Fat Boys RC,M,01:48:25
Mark Burton,Pennine,M,01:50:15
Darren Hawkins,Buxton AC,V40,01:50:22
Stuart Parrott,Wilmslow RC,V40,01:50:28
Alan Pickering,Matlock AC,V40,01:51:03
David Gimer,Manchester YMCA,V40,01:51:28
Martin Lawrence,Unattached,M,01:53:40
James Walker,Shelton Striders,M,01:54:29
Jason Phillips,Unattached,M,01:54:50
Richard Bradbury,Fat Boys RC,V40,01:55:22
Simon Holliday,Unattached,M,01:56:35
Branden Davison,Fat Boys RC,V40,01:56:42
Pete Matthews,Mercia Fell Runners,M,01:57:10
Mark Cudahy,Buxton AC,V40,01:57:27
Chris Bateson,Dark Peak,V40,01:57:33
Fraser Hirst,Unattached,V40,01:57:46
Austin Frost,Dark Peak,M,01:57:49
Tony Robson,Pennine,M,01:58:13
Julian Brown,Macclesfield Harriers,V40,01:58:16
Richard James,CGCC,M,01:59:01
Mark Pursell,Buxton AC,M,01:59:12
Andrew Moore,Dark Peak,V50,01:59:17
Mike Nelson,Macclesfield Harriers,V40,01:59:19
Mark Havenhand,Unattached,V40,01:59:28
Russell Lewin,Barrow Runners,M,01:59:45
Roger Dent,Tintwistle Flyers,V40,01:59:52
Antoinette Minniti,Redhill RR,FV40,01:59:56
Krishna Mahadevan,Belper Harriers,V40,02:00:07
Kristian Groom,Unattached,M,02:00:40
Stephen Bull,Goyt Valley Striders,M,02:01:29
Sandra Lewis,Altrincham & District AC,FV35,02:02:02
Ben Norbury,Unattached,M,02:02:10
Alistair Fitzgerald,Goyt Valley Striders,M,02:02:11
Paul Elliott,Dark Peak,M,02:02:14
Trevor Longman,Macclesfield Harriers,V60,02:02:57
Ian Squires,GKR Karate,V40,02:03:53
Graeme Tiffany,Pudsey & Bramley AC,V40,02:04:32
Neil Clarke,Macclesfield Harriers,V50,02:04:44
Adrian Spencer,Barrow Runners,V40,02:04:51
Martin Mallett,Macclesfield Harriers,V40,02:05:10
Keith Holmes,Dark Peak,V50,02:05:35
Steve Bennett,North Derbyshire Running Club,V50,02:05:54
Nick Jefferson,Goyt Valley Striders,M,02:06:19
Mark Griffiths,Manchester YMCA,M,02:06:41
David Beerling,Dark Peak,V40,02:06:51
Jo Mayland,Staffordshire Moorlands AC,F,02:07:01
Steve Bowker,Pennine,V50,02:07:27
Chris Hough,Unattached,M,02:07:35
Jerry Cook,Shepshed,V40,02:08:20
Michael Docherty,Unattached,V60,02:08:23
Lawrence Day,Macclesfield Harriers,M,02:08:53
Mark Halsey,Buxton AC,M,02:09:13
Duncan Drasdo,Trafford AC,V40,02:09:27
Mario Rocchelli,Long Eaton,M,02:09:54
Tim Ruck,Pennine,M,02:10:39
Wain Marsh,Mow Cop Runners,M,02:11:02
Clare Oliffe,Dark Peak,F,02:12:11
Helen Kirk,Dark Peak,FV35,02:12:13
Mick Cocrane,Dark Peak,V60,02:12:20
Jarrad Homer,Wilmslow RC,V40,02:12:29
James Harris,Unattached,M,02:13:08
Bruce Humphrey,Altrincham & District AC,M,02:13:14
Ken Burgess,Altrincham & District AC,V70,02:13:33
Rob Cole,Dark Peak,M,02:14:08
Mike Buckenham,Unattached,V40,02:14:34
Craig Allen,Belper Harriers,M,02:15:02
Tony Corton,Unattached,V40,02:15:12
Sam Gibbs,Unattached,M,02:15:18
Steve Macha,Boalloy,V40,02:16:00
Tim Hargreaves,Stockport Harriers,V50,02:16:21
John Gorman,North Derbyshire Running Club,V60,02:16:43
Mark Fermer,Pennine,V50,02:17:00
Philip Barnes,Macclesfield Harriers,V50,02:17:29
Danial Whitfield,Unattached,V40,02:17:46
Simon Fago,Unattached,M,02:19:11
Jez Allard,Shepshed,V50,02:19:30
Jake Smith,Shepshed,M,02:19:37
Luke Higgins,Unattached,M,02:20:33
Michael Rees,Pudsey & Bramley AC,V50,02:20:44
Adam O'Byrne,Unattached,M,02:21:26
Phil Abbott,Long Eaton,M,02:21:28
David Madden,Unattached,V40,02:21:39
Peter Bailey,Buxton AC,V50,02:22:09
Hayley Lever,Goyt Valley Striders,F,02:22:19
Rob Eadon,Wirksworth R C,M,02:23:20
Martin Brown,North Derbyshire Running Club,M,02:23:21
Paul Rowland,FRA,V50,02:23:24
Scott Thompson,Unattached,V40,02:23:25
Rob Beers,Barrow Runners,M,02:23:43
John Franklin,Porter Valley Plodders,V60,02:24:41
John Mackintosh,Unattached,V40,02:25:11
Rob Wallis,Buxton AC,V40,02:25:27
Chris Martin,Mansfield Tri Club,M,02:25:31
Matt Yardley,Unattached,V40,02:25:41
Geoff Gilbert,Wilmslow RC,V60,02:25:42
John Speighs,Unattached,M,02:25:57
Paul Burchell,Long Eaton,V50,02:26:17
Peter Stenton,Dark Peak,M,02:26:45
Mark Sadler,Barrow Runners,V50,02:27:51
Debbie Smith,Dark Peak,F,02:28:03
Will Meredith,Goyt Valley Striders,M,02:28:06
Sarah Bull,Goyt Valley Striders,FV35,02:28:09
Martin Thomson,Unattached,M,02:28:53
Eoin Connaughton,Dark Peak,V50,02:29:23
Stephen Gregory,Unattached,M,02:31:42
Stuart Johnson,Unattached,M,02:31:49
Philip Anderson,Goyt Valley Striders,V50,02:32:10
Donna Claridge,Dark Peak,FV40,02:32:32
David Kelly,Unattached,M,02:32:34
Stephen Picken,Macclesfield Harriers,V40,02:32:49
Richard Pegram,Wirksworth R C,V40,02:33:23
Andy Wilkins,Glossopdale Harriers,V50,02:34:27
Brian MacFadyen,Macclesfield Harriers,V50,02:34:46
Philip Hitchings,Staffordshire Moorlands AC,V60,02:34:57
Kevan Naylor,Barrow Runners,V40,02:35:21
Steve Kerrison,Unattached,V40,02:35:29
Darren Burns,Fell Ponies,V40,02:35:55
Ben Shadbolt,Unattached,M,02:35:57
Becky Gibbs,Unattached,FV35,02:35:58
Ashley Lawson,Unattached,M,02:36:35
Jo Miles,Macclesfield Harriers,FV50,02:37:28
Sarah Crisp,Unattached,F,02:37:54
Joseph Brownhill,Unattached,M,02:37:55
Raymond Migocz,Unattached,V60,02:37:59
Adam Wiles,CGCC,M,02:41:07
Chery Brown,Long Eaton,FV35,02:41:32
Phil Walters,Dark Peak,V40,02:41:51
Andy Burnett,Glossopdale Harriers,V40,02:41:53
Gail Tombs,Calder Valley,FV60,02:41:56
Bill Allsop,Buxton AC,V70,02:43:33
Cressida Pearce,Totley AC,FV50,02:44:14
Michael Brooke,Unattached,V60,02:44:20
Catherine Rowe,Long Eaton,FV50,02:45:40
Ray Butcher,Unattached,M,02:45:44
Paul Griffiths,Penistone Footpath Runners,V50,02:46:03
Christie Johnson,Unattached,F,02:46:28
Bill Sheppard,Long Eaton,V55,02:46:46
Peter Ambrose,Unattached,V50,02:52:21
Caroline Waterhouse,Beeston AC,FV40,02:52:31
Alan Ashforth,Handsworth Road Hogs,V60,02:53:00
Ian Manners,Manchester YMCA,V40,02:53:17
Sarah Guise,Buxton AC,FV40,02:53:34
Tom Lavin,Altrincham & District AC,V50,02:56:08
Cate Preece,Unattached,F,02:57:02
Julian Lobley,Unattached,V40,03:05:31
Jude Whitehall,Macclesfield Harriers,FV40,03:08:28
John Kleiser,Delamere Spartans,M,03:11:56
Trevor Faulkner,Wilmslow RC,V70,03:15:17
Fred Moore,Unattached,M,03:15:35
Shaun Hall,Unattached,M,03:15:36
