name,club,category,time
Ricky LIGHTFOOT,Ellenborough RC,M,00:29:21
Mark LAMB,Keswick AC,M,00:32:07
Sam STEAD,Keswick AC,M,00:32:10
Brian TAYLOR,Ellenborough RC,MV40,00:32:40
PETER GEORGE,Keswick AC,M,00:33:00
Sam FISHER,Howgill Harriers,M,00:33:24
John FRENCH,Eden Runners,M,00:33:47
Richard MURDOCH,Unattached,M,00:33:58
Steve ANGUS,Keswick AC,MV40,00:34:07
Paul NEILD,Bowland Fell Runners,MV40,00:34:12
Greg LAMB,Keswick AC,M,00:34:26
John MILLEN,Blackcombe Runners,MV40,00:34:34
Craig JEFFERY,Staffordshire Moorlands AC,MV40,00:34:56
Michael AINSWORTH,Unattached,M,00:34:57
TONY MOUNSEY,Cumberland AC,MV40,00:35:15
Patrick HANNA,Howgill Harriers,M,00:35:33
Lee KNIGHT,Helm Hill Runners,M,00:35:54
Noah HURTON,Eden Runners,M,00:35:57
Sean BOLLAND,Bowland Fell Runners,MV40,00:36:02
Gareth WOOD,Marborough AC,M,00:36:03
Scott KEOUGH,Ellenborough RC,MV40,00:36:18
John BOYLE,Cumberland F.R.,MV40,00:36:21
Mario YEOMANS,Cumberland Fell Runners,M,00:36:27
Robert MORRIS,Derwent AC,M,00:36:36
Charles LOWTHER,Eden Runners,M,00:36:42
Pez BULLEN,Keswick AC,MV50,00:36:47
David WHITE,Helm Hill Runners,MV40,00:36:54
Mark HOPKINS,Tri Lakeland,MV40,00:37:02
Lee ROE,Keswick AC,M,00:37:03
Rob WYNNE,Keswick AC,MV50,00:37:12
Heidi DENT,Howgill Harriers,F,00:37:18
Shaun ATKINSON,Ellenborough RC,M,00:37:26
David MCCABE,Trawden AC,MV40,00:37:32
Ian SANDERSON,Valley Striders,MV40,00:37:36
Jackie WINN,Ellenborough RC,MV60,00:37:41
Graham HEWITT,Unattached,MV40,00:37:42
Christopher LISTER,Ellenborough RC,M,00:37:46
Peter SAMMONS,Unattached,M,00:37:47
Scott GIBSON,Northumberland Fell Runners,M,00:37:48
John THOMPSON,Keswick AC,M,00:37:58
Tony DAVIS,Derwent AC,MV50,00:38:01
Brian THOMPSON,Cumberland F.R.,MV50,00:38:02
Stephen BROWN,Ellenborough RC,MV40,00:38:07
John CURRAN,Keswick AC,MV40,00:38:09
Stephen ATWELL,N.Shields Polytechnic,MV40,00:38:15
Martin HEPWORTH,Eden Runners,MV50,00:38:20
Gary LANE,Coniston,MV40,00:38:26
Robert JONES,Keswick AC,M,00:38:29
Steven JONES,Keswick AC,M,00:38:32
Garry OWENS,Northumberland Fell Runners,MV50,00:38:43
Jenn MATTINSON,Keswick AC,F,00:38:51
Richard NOBLE,Wigton Road Runners,MV40,00:38:53
Jonathan HAYNES,Bishops Stortford RC,MV50,00:39:05
Zach PEDLEY,Keswick AC,M,00:39:05
Matthew PITTEWAY,Unattached,M,00:39:16
Sam MASON,Unattached,M,00:39:19
Nick LANCASTER,Derwent AC,MV60,00:39:20
John ANDREWARTHA,Eden Runners,M,00:39:21
Ian BOIT,Keswick AC,MV50,00:39:23
Anthony JOYCE,Unattached,M,00:39:24
John WALKER,Tri Lakeland,MV50,00:39:33
Richard TODD,Wigton Road Runners,MV40,00:39:37
Tom LOAN,Keswick AC,M,00:39:41
George LOVETT,LOK,M,00:39:50
Micheal WALSH,Kendal AC,MV60,00:39:51
Ian HORNE,Eden Runners,MV50,00:39:52
Ruth HUTTON,South London Harriers,FV40,00:39:52
JOHN NIVEN,Unattached,M,00:39:53
Neil HEY,Macclesfield Harriers,MV40,00:40:01
Catherine SPURDEN,Keswick AC,F,00:40:12
James GRAHAM,Cumbria Police,M,00:40:14
John MYATT,Bahrain RR,MV50,00:40:23
Matthew APPLEBY,Unattached,MV40,00:40:31
Lucy STOBBART,Cumberland AC,F,00:40:37
James HUNTER,Unattached,M,00:40:39
George ROYSTON-BISHOP,Derwent AC,M,00:40:43
Bobby HAGAN,St Bees Triers,M,00:40:44
Michael Gordon BARKER,Keswick AC,MV40,00:40:46
Ryan MCGLEN,Unattached,M,00:40:47
Connie HURTON,Eden Runners,F,00:40:52
Ralph SAMPSON,Unattached,M,00:40:57
Mike BROWN,Unattached,MV40,00:40:59
Lyn THOMPSON,Keswick AC,FV50,00:41:08
Cristophe MENAND,Burnden Road Runners,MV40,00:41:10
Tim DAVIES,Unattached,M,00:41:13
Andrew ELAND,Tri Lakeland,MV40,00:41:20
Jeff Powell DAVIES,Unattached,M,00:41:23
Micheal SALKELD,Eden Runners,M,00:41:28
Gilles PERRIER,Derwent AC,MV40,00:41:31
Ian HALL,Unattached,MV40,00:41:38
Matt DAVIS,Howgill Harriers,M,00:41:40
Roger GOODING,Springfield Striders,M,00:41:41
Bernard KIVLEHAN,Northumberland Fell Runners,MV50,00:41:42
Angela WAKEFIELD,Keswick AC,F,00:41:58
Kate APPS,Cumberland F.R.,F,00:42:08
Steve PATTERSON,Eden Runners,MV40,00:42:11
Jonathan ASHWORTH,Ellenborough RC,M,00:42:34
Debbie WALKER,Derwent AC,F,00:42:39
Helen HORNE,Keswick AC,FV40,00:42:52
Paul DOBSON,Keswick AC,MV50,00:42:53
David RICE,Keswick AC,M,00:42:53
Jo GROVE,Borrowdale F.R.,MV40,00:43:03
Shaun HARDISTY,Eden Runners,MV40,00:43:03
Hazel DAVIES,Keswick AC,FV40,00:43:04
Natallie HAWKRIGG,Uknetrunner,FV40,00:43:05
Andy MINGAY,Eden Runners,M,00:43:12
Abi JOHNSON,Eden Runners,F,00:43:43
Steph MASHALL,Eden Runners,F,00:43:44
Terry MURDOCH,Unattached,MV50,00:43:47
Simon HODGSON,Unattached,M,00:43:52
Dave ROBINSON,Eden Runners,M,00:44:02
Deborah EDGINTON,Keswick AC,F,00:44:06
Alison CLARK,Unattached,F,00:44:10
Graham LEGGETT,Cumberland AC,MV40,00:44:28
Andrew WALKER,Eden Runners,MV50,00:44:37
Thomas WOOLLEY,Unattached,M,00:44:38
Rosie WATSON,WCOC,F,00:44:40
Lindsay WALKER,Unattached,F,00:44:47
Tomasz SEPETKOWSKI,Keswick AC,MV40,00:44:48
Jon WEBSTER,Derwent AC,MV40,00:45:00
Douglas GOLD,Unattached,M,00:45:04
John HORNE,Unattached,MV50,00:45:05
Martin SMILLIE,FRA,MV50,00:45:13
