name,club,category,time
Kim COLLISON,Borrowdale F.R.,,01:11:07
Martin MIKKELSEN-BARRON,Borrowdale F.R.,,01:12:24
Anthony DALTON,Rossendale,,01:13:40
Tom SAVILLE,Dark Peak Runners,MU20,01:14:45
Mark LAMB,Keswick AC,,01:15:16
Christopher LEIGH,Pennine,MV40,01:15:40
Sam FISHER,Howgill Harriers,,01:17:34
Kieran HODGSON,Helm Hill Runners,,01:18:00
Dominic RABY,Chorley Harriers,MV40,01:18:26
David SARGENT,Eden Runners,MV50,01:19:03
Joe BLACKETT,Dark Peak Runners,MV50,01:19:41
Lee PROCTOR,Helm Hill Runners,,01:19:52
Sam HAGGAR,Wharfedale,MU20,01:20:06
Steve ANGUS,Keswick AC,MV40,01:20:07
Scout ADKIN,Moorfoot Runners,,01:21:38
Lindsey BRINDLE,Horwich,F,01:22:13
Spencer RILEY,Clayton Le Moors,MV40,01:22:40
Craig BURROW,Helm Hill Runners,MV40,01:23:08
Virgil BARTON,Mercia Fell Runners,MV40,01:23:31
Michael AINSWORTH,Unattached,,01:24:00
Hannah HORSBURGH,Keswick AC,F,01:24:14
Sharon TAYLOR,Helm Hill Runners,F,01:24:48
Steve FREEMAN,Unattached,MV50,01:25:30
Garry BEARDWOOD,Helm Hill Runners,MV40,01:25:44
Paul NEILD,Bowland Fell Runners,MV40,01:25:50
Alan LUCKER,Bowland Fell Runners,MV40,01:26:53
Paul BARNES,Borrowdale F.R.,MV40,01:27:10
Stuart STODDART,Eden Runners,MV40,01:27:28
James CHRISTMAS,Keswick AC,,01:27:32
David WHITE,Helm Hill Runners,MV40,01:28:00
Duncan FRAMPTON,Keswick AC,MV50,01:28:35
Andrew MINISTER,Hartlepool Burn Road Harriers,,01:28:55
Shaun ATKINSON,Ellenborough RC,,01:29:20
Stuart ACKERLEY,Ellenborough RC,,01:30:28
Peter WINTERBOTTOM,Borrowdale F.R.,MV40,01:30:33
Katy MOORE,Keswick AC,F,01:30:34
Robert JONES,Keswick AC,,01:31:48
Donald FERGUSON,Keswick AC,MV40,01:31:58
Rob BLYTH,Helm Hill Runners,MV50,01:33:03
Shelli GORDON,New Marske Harriers,,01:33:11
Mick GREEN,Horwich,MV50,01:33:39
Tom HEATH,Unattached,,01:34:02
Lucy STOBBART,Cumberland AC,F,01:34:28
Stephen BROWN,Ellenborough RC,MV40,01:34:30
Carl BEDSON,Glossopdale,MV40,01:34:57
Phil CLAYTON,Blackcombe Runners,MV40,01:35:03
Michael TOMAN,Rossendale,MV40,01:35:39
Tom LOAN,Keswick AC,,01:35:45
Alistair HANNA,Howgill Harriers,,01:36:04
Ann-Marie JONES,Altrincham & Dist. AC,FV60,01:36:19
Brian THOMPSON,Helm Hill Runners,MV60,01:36:40
Kathleen AUBREY,Helm Hill Runners,FV50,01:36:43
Toby KNIGHTS,Unattached,,01:36:50
John NORREY,Manx Fell Runners,MV50,01:36:55
Nick KELLY,Horwich,MV40,01:36:59
Brian DAVEY,Southport Waterloo AC,MV50,01:38:35
Micheal SALKELD,Eden Runners,,01:38:38
Bernard KIVLEHAN,Northumberland Fell Runners,MV50,01:38:51
Gerrard MENEAND,Ambleside A.C.,MV60,01:38:53
Honor THOMPSON,Skelmersdale Boundary Harriers,F,01:38:56
Anthony JOYCE,Unattached,,01:39:37
Jane JACKSON,Carnethy,FV40,01:40:00
Andrew LEE,Rossendale,MV40,01:40:23
Ian ROBINSON,Clayton Le Moors,MV60,01:40:36
Michael KEAVNEY,Swaledale Road Runners,MV40,01:41:03
Karl MASON,Helm Hill Runners,,01:41:06
Kevin MAY,Howgill Harriers,MV50,01:41:27
Heather OHLY,Helm Hill Runners,F,01:41:46
Carrie GIBSON,Helm Hill Runners,FV40,01:41:48
Alexandra STEWART,Unattached,FV40,01:42:48
Richard ROBERTS,Highland Hill Runners,MV50,01:43:34
Edwin SHERSTONE,Southport Waterloo,MV40,01:43:35
Tim DONE,Wharfedale,MV50,01:43:40
Debbie WALKER,Derwent AC,F,01:43:45
Amelia MITCHELL,Mansfield Harriers,FU20,01:44:01
Shaun HUBBARD,Manx Fell Runners,MV50,01:45:20
Jonathan WELCH,Unattached,MV50,01:46:02
Amanda BURROW,Helm Hill Runners,F,01:46:17
Mike TROUP,Ambleside A.C.,MV60,01:46:18
Danny LIM,Elvet Striders,,01:46:53
Diane HAGGAR,Ilkley Harriers,FV50,01:47:31
Ian GRIMSHAW,Derwent AC,MV50,01:47:39
Guy HEATH,Unattached,MV50,01:47:53
Jonathan ASHWORTH,Ellenborough RC,,01:48:31
Colin VALENTINE,Keswick AC,MV50,01:50:07
Carys MCKINNELL,Tri Lakeland,F,01:50:08
Trevor SYMONDS,FRA,MV50,01:50:53
Sandra KELLY,Horwich,FV40,01:51:00
Peter HUDSON,Mercia Fell Runners,MV50,01:51:23
Val DONE,Wharfedale,FV50,01:52:45
Harriet LODD,Mansfield Harriers,FU20,01:53:33
John WOOLRIDGE,Border Harriers,MV60,01:53:48
James SCRIVENER,Unattached,,01:55:06
Lesley MALARKEY,Keswick AC,FV60,01:55:32
Christopher JAMIESON,Esk Valley,MV50,01:56:15
Lindsay BUCK,Cumberland F.R.,FV50,01:57:59
Michael GRAHAM,Unattached,,02:02:42
Lorna ASKEW,Helm Hill Runners,FV40,02:03:06
Phil CORRIS,LANCASHIRE CONSTABULARY,MV60,02:03:09
Dawn GAINFORD,Cumberland AC,FV40,02:03:47
Bev FAULDER,Seaton,F,02:03:59
Sue ASHLEY,Keswick AC,FV60,02:06:37
David BEAUMONT,Northumberland Fell Runners,MV50,02:12:31
Neil SHUTTLEWORTH,Glossopdale,MV60,02:21:21
Ian JOYCE,Unattached,,02:27:13
