name,club,category,time
Jack Ross,Staffs Moorlands,M,01:01:10
Kieran Hodgson,FRA,M,01:01:25
Colin Bishop,Saddleworth Runners,M40,01:06:38
Andy Preston,Middleton,M,01:09:59
Chris Webb,Saddleworth Runners,M,01:10:09
Chris Jackson,Glossopdale,M,01:10:21
Chris Davies,Saddleworth Runners,M55,01:10:35
Darren Fishwick,Chorley,M40,01:11:02
Thornton Taylor,Rossendale,M,01:13:23
Stuart Hutchinson,Saddleworth Runners,M,01:13:51
Oliver Heaton,Unattached,M,01:14:19
Simon Pymm,Unattached,M,01:14:48
Lee Bowden,Saddleworth Runners,M,01:14:53
Graham Hill,Calder Valley,M45,01:15:52
Ian Heginbotham,Unattached,M,01:16:23
Ronnie Turner,Rossendale,M50,01:16:32
Jason Mallinson,Unattached,M40,01:17:30
Richard Sample,Saddleworth Runners,M,01:17:45
Derek Schofield,Rossendale,M55,01:17:50
Patrick Brennan,Rossendale,M,01:18:04
Robert Bolton,Unattached,M45,01:19:33
James Sheard,Saddleworth Runners,M45,01:20:06
Andy Poole,Achille Ratti,M45,01:20:46
Michael McLoughlin,Preston Harriers,M,01:21:02
Andrew Simister,Unattached,M40,01:21:31
Adrian Phillips,Unattached,M,01:22:31
William Lowe,Rossendale,M50,01:25:31
Gaynor Keane,Saddleworth Runners,F,01:25:42
Damien Brockie,FRA,M,01:25:46
David Couch,Unattached,M,01:27:02
Peter Armistead,Unattached,M40,01:28:33
Stuart Hayton,Bowland,M45,01:28:56
Catriona Purdy,Abbey,F50,01:29:08
Kris Robinson,Rochdale,M40,01:29:46
John Mayall,Rochdale,M50,01:31:15
Pauline Linton,FRA,F50,01:31:20
Richard Campbell,Middleton,M,01:31:53
Pat Peers,Pensby,F50,01:31:57
Kevin McGilvray,Rochdale,M55,01:32:07
Paul Collinge,Middleton,M,01:32:57
Martyn Hodgson,Saddleworth Runners,M45,01:33:01
Matthew Cox,Rochdale,M50,01:33:06
Jeff Hignett,Rossendale,M60,01:33:16
Elliot Lorimer,FRA,M,01:36:09
Paul Griffiths,Penistone,M50,01:36:11
Jill Davies,Saddleworth Runners,F55,01:36:14
Michelle Fuller,Astley & Tildesley,F40,01:36:20
Ian Wolfendale,Pennine,M50,01:38:26
Becki Penrose,Unattached,F,01:38:41
Barrie Fairbrother,Middleton,M60,01:38:54
Tony Greene,Saddleworth Runners,M65,01:40:04
Manhar Patel,Calder Valley,M45,01:40:10
John Kirkham,Radcliffe,M60,01:40:10
Nicky Torr,Saddleworth Runners,F,01:41:01
Andrew Biddle,West Pennine,M55,01:46:29
Nicky Snook,Saddleworth Runners,F45,01:46:45
Monica Bowland,Saddleworth Runners,F40,01:50:52
John Brooks,Middleton,M55,01:52:05
Mark Murphy,Radcliffe,M40,01:52:57
