name,club,category,time
Victoria Wilkinson,Bingley,,00:55:42
Lizzie Adams,Hallamshire H,,00:55:48
Emma Clayton,Bingley,,00:56:07
Clare Whitehead,Deeside Runners,,00:56:57
Olivia Walwyn,Altrincham & District,,00:57:18
Nicola Meekin,Lochaber AC,,00:57:53
Dionne Allen,Leigh Harriers,,00:58:09
Rosie Smith,HBT,,00:59:18
Catriona Buchanan,Ochils,,00:59:23
Tessa Hill,Highgate Harriers,,00:59:32
Jo Buckley,Calder Valley,,01:00:01
Louise Brown,Scarborough AC,,01:00:27
Katie Walshaw,Holmfirth,,01:00:31
Christina Rankin,Kilbarchan,,01:01:09
Anna Lupton,Radcliffe AC,,01:01:18
Gina Nicole Paletta,Wrexham AC,,01:01:53
Lindsey Brindle,Horwich RMI,,01:02:40
Tara Krzywicki,Charnwood AC,,01:03:23
Lou Roberts,Kendal,,01:03:57
Charlotte Morgan,U/a,,Ret:
Rachel Thompson,Horwich RMI,,Ret:
Lauren Jeska,Todmorden H,,Ret:
Tracey Brindley,Ochils,,Ret:
