name,club,category,time
Tom Cornthwaite,Northumberland Fell Runn.,M,00:37:43
Marc Hartley,City Of Stoke,M,00:39:47
Gary Shaw,Barlick Fell Runners,M40,00:39:51
Jimmy Craig,Barlick Fell Runners,M,00:40:28
Will Kerr,Saltaire Striders,M,00:43:04
Breton Holdsworth,Clayton Le Moors Harriers,M,00:43:15
Philip Hall,Clayton Le Moors Harriers,M50,00:44:19
Christopher Smale,Unattached,M50,00:44:22
Brian Shaw,Darwen Dashers,M45,00:44:32
Andy Berry,Barlick Fell Runners,M,00:44:42
Stephen Corbishley,Rossendale Harriers,M23,00:44:52
Andrew Driver,Barlick Fell Runners,M,00:44:57
Dave Motley,Clayton Le Moors Harriers,M,00:45:00
Matt Harmon,Halifax ABC,M,00:45:18
Chris Quigley,Trawden AC,M45,00:45:39
Thornton Taylor,Rossendale Harriers,M55,00:45:47
Paul Brannon,Clayton Le Moors Harriers,M55,00:45:51
Graham Schofield,Horwich RMI Harriers,M55,00:46:23
Andy Carson,Barlick Fell Runners,M,00:46:31
Holly Page,Calder Valley FellRunners,F,00:46:44
Adam Procter,Unattached,M,00:46:57
Jayne Joy,Helsby Running Club,F,00:47:03
Glen Kenyon,Burnden Road Runners,M,00:47:12
Kieran Horrigan,Unattached,M50,00:47:18
David Bagot,Clayton Le Moors Harriers,M,00:48:10
Richard Stevenson,Clayton Le Moors Harriers,M,00:48:37
Adair Broughton,Helsby Running Club,M40,00:48:48
Alan Life,Clayton Le Moors Harriers,M45,00:49:09
Carl Helliwell,Clayton Le Moors Harriers,M,00:49:28
Michael Smith,Dallam Running Club,M45,00:49:41
Luke Meleschto,Halifax Harriers & AC,M,00:49:53
Malcolm Christie,Chorley AC & Tri Club,M50,00:50:05
Ken Taylor,Rossendale Harriers,M65,00:50:14
Aaron Hargreaves,Unattached,M,00:50:23
Chris Funnell,Clayton Le Moors Harriers,M45,00:50:32
Derek Walkden,Barlick Fell Runners,M45,00:50:34
Dave Halliday,Barlick Fell Runners,M40,00:51:23
Stuart Bryan,Barlick Fell Runners,M40,00:51:29
Elizabeth Greenwood,Blackburn Harriers,F23,00:51:37
William Lowe,Rossendale Harriers,M55,00:52:00
Suzanne Budgett,Horwich RMI Harriers,F50,00:52:05
Paul Brown,Trawden AC,M,00:52:10
John McDonald,Trawden AC,M50,00:52:14
Richard Briscoe,Clayton Le Moors Harriers,M,00:52:49
John Wilcock,Clayton Le Moors Harriers,M50,00:52:54
Andrew Corbishley,Rossendale Harriers,M60,00:52:58
Adam Howard,Trawden AC,M,00:53:01
Glenn R. Whittaker,Barlick Fell Runners,M50,00:53:26
Autumn Howard,Trawden AC,F,00:53:28
John Wieczorek,Accrington Road Runners,M45,00:53:32
Neil Taylor,Skelmersdale Boundary Har,M45,00:53:33
Mario Foschi,Helsby Running Club,M60,00:53:51
Andy Quinn,Clayton Le Moors Harriers,M40,00:53:53
Peter Browning,Clayton Le Moors Harriers,M55,00:54:05
Bob Beattie,Marsh Harriers,M50,00:54:13
Mark McConville,Trawden AC,M40,00:54:24
Kevin Smith,Trawden AC,M,00:55:03
Andrew Brathwaite,Unattached,M40,00:55:10
Steve Melling,Rossendale Harriers,M55,00:55:20
Stephen White,Clayton Le Moors Harriers,M55,00:55:23
Gary Moore,Unattached,M40,00:55:33
Jacqueline Shaw,Darwen Dashers,F45,00:55:57
David Moynihan,Hyndburn AC,M45,00:56:00
Michael Rees,Pudsey & Bramley AC,M50,00:56:03
Michelle Brooks,Trawden AC,F35,00:56:09
Andrew Hollas,Accrington Road Runners,M45,00:56:13
David Naughton,Clayton Le Moors Harriers,M50,00:56:40
Lesley Fisher,Burnden Road Runners,F55,00:56:41
Arthur J. Warren,Fell Runners Association,M60,00:56:43
Alex Braysford,Clayton Le Moors Harriers,M40,00:56:48
Douglas Meek,Unattached,M55,00:56:59
David I. Scott,Clayton Le Moors Harriers,M70,00:57:15
Graham Schofield,Chorley AC & Tri Club,M60,00:57:30
Michael Ryan,Unattached,M50,00:58:23
Michael Brown,Preston Harriers,M55,00:58:27
Martin Griffin,Clayton Le Moors Harriers,M50,00:58:48
Emma Bailey,Barlick Fell Runners,F35,00:59:07
Stephen Ainsworth,Clayton Le Moors Harriers,M55,00:59:07
John Lee,Saddleworth Runners Club,M55,00:59:26
Leanne Dinsdale,Barlick Fell Runners,F,00:59:49
Mick Bull,Middleton Harriers,M60,00:59:52
Natalie Murphy,Rossendale Harriers,F40,01:00:04
David Barnes,Horwich RMI Harriers,M55,01:00:19
Graham Breeze,Wharfedale Harriers,M65,01:00:28
Jean Knightley,Clayton Le Moors Harriers,F55,01:00:40
Jean Rawlinson,Barlick Fell Runners,F60,01:00:48
Christopher Jamieson,Esk Valley Fell Club,M55,01:02:23
Tanya Bunkham,Clayton Le Moors Harriers,F,01:02:38
Janet Haworth,Rossendale Harriers,F50,01:02:41
Andy O'Sullivan,Rossendale Harriers,M60,01:02:45
Rob Myers,Unattached,M55,01:02:46
Colin Smith,Trawden AC,M55,01:03:18
Mike O'Brien,Manchester YMCA Harriers,M55,01:03:39
Nicola White,Trawden AC,F,01:03:44
William T. Knox,Rossendale Harriers,M60,01:04:26
Sarah Helliwell,Clayton Le Moors Harriers,F,01:04:34
Rachel Todd,Clayton Le Moors Harriers,F40,01:05:13
Ron Chappell,Clayton Le Moors Harriers,M65,01:05:54
Karen Holland,Trawden AC,F40,01:06:45
Ted Orrell,Clayton Le Moors Harriers,M75,01:06:53
Ken Livesey,Trawden AC,M55,01:08:24
Phil Martin,Bowland Fell Runners,M70,01:08:30
Karen G. Wood,Trawden AC,F45,01:09:59
Michelle Butschok,Clayton Le Moors Harriers,F40,01:10:23
Fiona Pudge,Trawden AC,F45,01:11:28
