name,club,category,time
Danny HOPE,Pudsey & Bramley AC,Senior Men,00:28:40
Richard MELLON,Bowland FR,Veteran 40 Men,00:29:15
Mike JOHNSON,Bowland FR,Veteran 50 Men,00:29:22
Jon GREEN,Preston H.,Senior Men,00:29:37
Mark CHIPPENDALE,Bowland FR,Veteran 40 Men,00:30:01
Daniel CLARK,Bowland FR,Senior Men,00:30:11
Mike WALLIS,Clayton Le Moors H.,Veteran 50 Men,00:30:27
David NUTTALL,Clayton Le Moors H.,Veteran 40 Men,00:30:53
Dave PARKINGTON,Preston H.,Veteran 50 Men,00:31:02
Chris READE,Bowland FR,Veteran 40 Men,00:31:23
Tony LIVESEY,Preston H.,Senior Men,00:31:24
Colin JENNINGS,Garstang RC,Veteran 40 Men,00:31:34
Matt PERRY,Clayton Le Moors H.,Senior Men,00:31:37
Derek REILLY,Darwen Dashers RC,Veteran 40 Men,00:31:45
Mark SAUNDERS,Bowland FR,Senior Men,00:31:55
Andrew PRIORY,Accrington RR,Veteran 40 Men,00:31:59
Ben HOBSON,UMACC,Senior Men,00:32:02
John RAINFORD,Preston H.,Veteran 50 Men,00:32:20
Graham LUND,Bowland FR,Senior Men,00:32:23
Dave MOTLEY,Clayton Le Moors H.,Senior Men,00:32:41
Declan O'DUFFY,Bowland FR,Veteran 50 Men,00:32:43
Paul HESKETH,Clayton Le Moors H.,Veteran 40 Men,00:33:02
Phil MATHER,Lonsdale FR,Senior Men,00:33:14
Leigh WARBURTON,Bowland FR,Veteran 50 Men,00:33:16
Simon SARGINSON,Bowland FR,Veteran 50 Men,00:33:19
John GRIFFITHS,Preston H.,Veteran 40 Men,00:33:21
Chris BALDERSON,Clayton Le Moors H.,Veteran 40 Men,00:33:23
Mark IRVING,Bowland FR,Senior Men,00:33:44
Yewan BENNISON,Chorley A & TC,Veteran 40 Men,00:33:52
Sarah SARGINSON,Bowland FR,Veteran 40 Ladies,00:34:01
Ivan WHIGHAM,Clayton Le Moors H.,Veteran 50 Men,00:34:02
Peter BOOTH,Clayton Le Moors H.,Veteran 60 Men,00:34:04
Richard BRISCOE,Clayton Le Moors H.,Senior Men,00:34:06
Colin WHITAKER,Bowland FR,Veteran 50 Men,00:34:34
Robert JOHNSON,Southport Waterloo AC,Veteran 50 Men,00:34:52
Paul CALVERLEY,Accrington RR,Veteran 40 Men,00:35:04
Deborah GOWANS,Accrington RR,Veteran 40 Ladies,00:35:25
Tom CUBBON,Blackburn H & AC,Veteran 40 Men,00:35:32
Peter SHANAHAN,Bowland FR,Senior Men,00:35:38
Paul JOHNSON,Bowland FR,Veteran 50 Men,00:35:41
Nigel WEAVER,Clayton Le Moors H.,Veteran 50 Men,00:35:47
Richard DAVIES,Bowland FR,Veteran 50 Men,00:35:57
Neil WORSWICK,Clayton Le Moors H.,Veteran 40 Men,00:35:59
Andy HEWITT,Rossendale H & AC,Veteran 50 Men,00:36:07
Mark NUTTER,Clayton Le Moors H.,Veteran 50 Men,00:36:14
Jim TURNER,,Senior Men,00:36:16
Mark TAYLOR,Clayton Le Moors H.,Senior Men,00:36:19
Paul JACKSON,Chorley A & TC,Veteran 40 Men,00:36:36
David NAYLOR,Clayton Le Moors H.,Veteran 50 Men,00:36:41
Nichola JACKSON,Preston H.,Senior Ladies,00:36:43
Andy YUIILLE,,Senior Men,00:36:44
Mike GIBBISON,Bowland FR,Veteran 40 Men,00:36:49
Paul SHEARD,Manx FR,Veteran 40 Men,00:36:50
Gary BAMBER,Clayton Le Moors H.,Veteran 40 Men,00:36:53
Jean BROWN,Clayton Le Moors H.,Veteran 40 Ladies,00:37:00
Brian HICKEY,,Veteran 50 Men,00:37:08
Michael BURNHAM,Preston H.,Senior Men,00:37:09
Alastair MCEWAN,Accrington RR,Senior Men,00:37:11
Dugald MCCALLUM,Clayton Le Moors H.,Veteran 60 Men,00:37:16
Ellie MADDOCKS,Lonsdale FR,Senior Ladies,00:37:23
Andrew DUGDALE,Clayton Le Moors H.,Veteran 50 Men,00:37:50
John MACBETH,Sandwich,Senior Men,00:38:04
Barry SCHOLES,Wharfedale H.,Veteran 60 Men,00:38:10
Jeffrey PICKUP,Clayton Le Moors H.,Veteran 60 Men,00:38:26
Shaun TURNER,Bowland FR,Veteran 40 Men,00:38:28
Geoff BISCOMB,Accrington RR,Veteran 50 Men,00:39:18
Richard BELLARIES,Clayton Le Moors H.,Veteran 50 Men,00:39:23
Graham SCHOFIELD,Chorley A & TC,Veteran 60 Men,00:39:49
Robin NICOLSON,Clayton Le Moors H.,Veteran 40 Men,00:40:22
Alan HEATON,Bowland FR,Veteran 50 Men,00:40:31
Andrew HOWARTH,Clayton Le Moors H.,Veteran 50 Men,00:40:40
Jim DOHERTY,Preston H.,Veteran 40 Men,00:40:54
Peter DUGDALE,Clayton Le Moors H.,Veteran 50 Men,00:40:58
Rebecca SMITH,,Senior Ladies,00:41:00
Mike HARTLEY,Accrington RR,Veteran 40 Men,00:41:01
Andrew HOLLAS,Accrington RR,Veteran 40 Men,00:41:11
Linda LORD,Clayton Le Moors H.,Veteran 60 Ladies,00:41:18
Mark MCCREA,,Veteran 40 Men,00:41:56
Fiona GLEN,Accrington RR,Senior Ladies,00:42:30
Paul SIMPSON,Bowland FR,Senior Men,00:42:31
Mark HAMMOND,Accrington RR,Veteran 40 Men,00:42:36
Sheena COTTAM,Garstang RC,Veteran 40 Ladies,00:43:04
Richard DRISCOLL,Preston H.,Veteran 50 Men,00:44:50
Jean RAWLINSON,Clayton Le Moors H.,Veteran 60 Ladies,00:45:03
Mark BIRBECK,Horwich RMI H.,Veteran 40 Men,00:47:39
Pete MCDERMOTT,Preston H.,Veteran 60 Men,00:49:37
Steve DAVIES,Accrington RR,Veteran 70 Men,00:50:25
Ruth TURNER,Bowland FR,Veteran 50 Ladies,00:50:45
George ARNOLD,Preston H.,Veteran 70 Men,00:51:51
Michael CLARK,Garstang RC,Veteran 60 Men,01:04:43
