name,club,category,time
Danny Collinge,Clayton,MU23,00:50:21
Shaun Chew,Barlick,M,00:50:23
John Whiteside,Trawden,M,00:51:49
Paul (Crabby) Crabtree,Wharfedale,MV40,00:52:05
Marc Sennett,Wharfedale,M,00:53:52
Jon Wright,Tod Harriers,M,00:54:17
Carl Helliwell,Clayton,M,00:54:41
David Parkington,Preston Harriers,MV50,00:56:09
Andrew Driver,Barlick,M,00:56:48
Frazer Duris,Trawden,M,00:56:58
Jon Green,Preston Harriers,MV40,00:57:02
Luke Moleschlw,Halifax Harriers,M,00:57:09
Paul Sutcliffe,Halifax Harriers,MV40,00:57:14
Stephen Smithies,Calder Valley,MV45,00:57:18
John Sprackland,Southport Waterloo,MV50,00:58:53
Jamie Dilasser,Harrogate Harriers,MV45,00:59:21
John Griffiths,Preston Harriers,MV50,00:59:51
John Ranford,Preston Harriers,MV50,01:00:08
Adam Holda,,M,01:00:35
Adam Wallwark,Trawden,M,01:00:37
Alex Elsworth,Goyt Valley Striders,MV40,01:00:48
Ben Hoyle,Barlick,M,01:01:06
Paul Wright,Ambleside,MV50,01:01:24
Ryan Barner,Halifax Harriers,MV40,01:01:47
Neil Hutchinson,Trawden,MV40,01:02:18
Nathan Smith,Harrogate Harriers,MV40,01:02:22
John Ewart,Holmfirth Harriers,MV60,01:02:30
Daniel Boldon,Trawden,MV40,01:02:32
Jamie Mckenny,Trawden,M,01:02:58
Andrew Braithwaite,Trawden,MV40,01:03:20
Jack Holt,Clayton,MV65,01:03:34
Adam Griffiths,,M,01:04:32
Paul Brown,Trawden,MV40,01:04:50
Roger Taylor,Preston Harriers,MV45,01:04:52
Alan Martin,Preston Harriers,MV45,01:05:32
Roy Parkinson,Preston Harriers,MV50,01:05:35
Neil Smith,Trawden,MV40,01:05:52
Elizabeth Sanderson,Halifax Harriers,L,01:06:52
Simon Chandler,Wetherby Runners,M,01:07:11
Anthony Brown,Trawden,M,01:07:24
Brian Hickey,,MV50,01:07:46
Steve Milner,Wharfedale,MV50,01:07:47
Michael Burnham,Preston Harriers,M,01:08:01
Jon Underwood,Calder Valley,MV45,01:08:08
Jean Powell,Wharfedale,LV45,01:08:31
Trevor Hindle,Goyt Valley Striders,MV50,01:08:41
Michael Mcloughlin,Preston Harriers,MV60,01:09:08
Susie Pedder,Trawden,LV40,01:09:11
Steve Taylor,Preston Harriers,MV60,01:09:17
Katherine Kirkham,Wharfedale,L,01:09:29
John Mcdonald,Trawden,MV50,01:09:37
Brian Davey,Southport Waterloo,MV55,01:09:46
Sally Cowton,Halifax Harriers,LV50,01:09:58
Chris Fothergill,,M,01:10:07
Darren Brown,Triangle Trotters,MV50,01:11:33
Craig Child,Barlick,MV45,01:12:01
Andrew Perry,Wharfedale,MV45,01:12:11
Robert Cosgrave,Southport Waterloo,MV50,01:12:24
Ian Smith,Bolton United Harriers,MV60,01:12:36
Andrew Lamb,,MV50,01:13:30
Peter Carter,Preston Harriers,MV50,01:13:39
Ruth Elizabeth Joyce,Trawden,LV40,01:13:40
Amelia Hunt,Goyt Valley Striders,L,01:16:08
Michelle Spencer,Southport Waterloo,L,01:16:10
Jim Doherty,Preston Harriers,MV50,01:17:30
Clive James,Southport Waterloo,MV50,01:18:42
Paul Hunt,Goyt Valley Striders,MV50,01:18:58
Nicola White,Trawden,L,01:20:05
Stephen White,,MV60,01:20:06
Graham Breeze,Wharfedale,MV70,01:22:03
Vicki Sherrington,Preston Harriers,LV45,01:22:05
Chris Hatton,Halsby,MV60,01:22:23
Steve Hunn,Skipton AC,MV55,01:22:57
Ian Hartman,Baildon Runners,MV65,01:23:35
Tracy Vernon,Goyt Valley Striders,LV50,01:28:33
Christine Bowen,Goyt Valley Striders,LV55,01:29:35
Helen Burnett,Clayton,LV40,01:30:36
Michelle Butscuok,Clayton,LV40,01:30:37
Chris Tetley,Goyt Valley Striders,MV55,01:31:49
Julie Laverock,Salford Harriers,LV45,01:32:35
Carole James,Southport Waterloo,LV50,01:35:34
Stephanie James,Southport Waterloo,L,01:36:10
Lisa Hyde,Red Rose Runners,LV40,02:15:00
