name,club,category,time
Max Wharton,CVFR,U16,00:21:52
Jason Williams,CVFR,M,00:21:56
James Logue,CVFR,V40,00:22:24
Joe Crossfield,Halifax Harriers,U23,00:22:55
Tim Black,CVFR,M,00:23:19
Dwane Dixon,Todmorden Harriers,M,00:23:31
Christopher Smale,Bingley Harriers,V45,00:24:14
John Lloyd,Todmorden Harriers,M,00:24:17
Andy Thorpe,CVFR,V40,00:24:20
Graeme Brown,CVFR,M,00:24:28
Josh Whiteley,Stainland Lions,U23,00:25:21
Edan Whitelaw,CVFR,U16,00:25:44
Oli White,CVFR,U23,00:25:52
Ian Symington,CVFR,M,00:25:56
Paul Hobbs,Todmorden Harriers,M,00:25:59
Jack Denton,CVFR,U14,00:26:28
Iain Glendinning,CVFR,M,00:26:39
Robert Paradise,CVFR,V40,00:26:45
Ben Crowther,Todmorden Harriers,M,00:27:02
Rob Gray,Todmorden Harriers,M,00:27:39
Paul Rawlinson,Unattached,M,00:28:03
Paul Smithson,Keighley & Craven,V45,00:28:54
Richard Sunderland,CVFR,M,00:28:57
Robert White,CVFR,U23,00:29:13
Dave Collins,Todmorden Harriers,V55,00:29:21
Damien Pearson,Unattached,M,00:29:34
Trevor Davis,Todmorden Harriers,V45,00:30:09
Steve Grimley,CVFR,V40,00:30:14
Neil Palmer,Unattached,V40,00:30:43
Kate Mansell,CVFR,FV40,00:31:22
Graham Lloyd,CVFR,V50,00:31:45
Phil White,CVFR,V50,00:31:54
Claire Hanson,CVFR,F,00:32:02
Nick Harris,Rossendale,V60,00:32:03
Clive Jones,Wigston Phoenix,V45,00:32:06
Tom McClelland-Thomas,CVFR,U23,00:32:15
Keith Markley,Wigston Phoenix,V50,00:32:16
Issy Pollard,Todmorden Harriers,F,00:32:19
Robert Gregory,Wigston Phoenix,V45,00:32:46
Aileen Baldwin,Stainland Lions,FV60,00:33:08
Grahame Hughes,Mercia,V50,00:33:15
Wayne McIntosh,Clayton Harriers,M,00:33:20
Les Chesterton,Wigston Phoenix,V60,00:34:08
Blair Garrett,CVFR,M,00:34:09
Maria Prescott,Todmorden Harriers,FV45,00:34:35
Elise Milnes,Todmorden Harriers,FV50,00:34:37
Kate Parr,Totley,F,00:35:07
Richard Knowles,Totley,M,00:35:20
Andrew Biddle,West Pennine,V55,00:35:36
Jonathan Haynes,Bishops Stortford,V55,00:35:54
Ian Ringrose,Hx Boxing Academy,V45,00:36:38
Reg Czudek,Todmorden Harriers,V60,00:44:47
