name,club,category,time
David Parrish,Dumfries RC,M,00:30:17
John Stevenson,Ochil Hill Runners,M50,00:31:49
Adam Anderson,Carnethy,M40,00:32:01
Alan Smith,Deeside Runners,M50,00:32:47
Ian Butler,Shettleston,M,00:33:37
Craig Malcolmson,Dumfries RC,M40,00:33:37
Graham Scott,Unattached,M40,00:35:00
Sebastian Pflanz,Dumfries RC,M40,00:35:08
Tommy Begley,Irvine AC,M40,00:35:18
Andrew Webster,Solway,M,00:35:27
Darren Wallis,Kinder MRT,M40,00:35:35
Eddie Balfour,Moorfoot Runners,M40,00:35:38
Dougie Milligan,Solway,M60,00:35:58
Louise Hill-Stirling,Ayr Seaforth,F,00:36:19
John Goldsworthy,Galloway Harriers,M50,00:36:28
Joasia Zakrzewski,Dumfries RC,F,00:36:42
Peter Hague,Cairngorm Runners,M50,00:38:45
Jonathan Weir,Unattached,M,00:38:58
Ranjit Thomas,Annan & District AC,M40,00:39:26
Kevin Plummer,Annan & District AC,M40,00:39:33
Mike Clark,Unattached,M,00:39:44
Shirley Singh,Unattached,F40,00:39:47
Alison Wilson,Dumfries RC,F,00:40:09
Nigel Priestley,Annan & District AC,M50,00:40:24
Julia Connor,Moorfoot Runners,F,00:40:51
Jeremy Wilkinson,Calder Valley,M40,00:41:11
John Moffat,Highland Hill Runners,M50,00:41:32
Craig Parker,Solway,M40,00:41:52
Ian Murgatroyd,Solway,M40,00:41:56
Jason Mckay,Unattached,M40,00:42:01
Anne Lloyd-Evans,St Andrews University,F,00:42:51
Stuart Johnson,Helm Hill Runners,M60,00:43:24
Tilly Smith,Deeside Runners,F50,00:43:29
Kerry Walker,Dumfries RC,F,00:46:32
Rory MacDonald,HBT,M60,00:48:07
Deborah MacDonald,HBT,F50,00:49:58
Jim Buchanan,Annan & District AC,M70,00:50:14
Jean Robson,Annan & District AC,F50,00:51:08
Amy Scott,St Andrews University,F,00:56:24
