name,club,category,time
Phil Davies,Borrowdale FR,M40,01:23:58
Gary Greenhow,Ambleside,,01:25:40
Lee Athersmith,Wharfedale H,,01:29:40
Paul Tierney,Ambleside,,01:29:54
Jack Wright,Ambleside,,01:31:05
Charlie Lowther,Eden Runners,,01:31:10
Todd Oates,Ambleside,,01:32:58
Harvey Lord,Black Combe R,,01:34:11
Sarah McCormack,Ambleside,F,01:34:14
Paul Nield,Bowland FR,M40,01:34:58
Wiiliam Jones,Imperial College CC,,01:35:01
John Young,Harrogate H,,01:35:56
Tim Ripper,Black Combe R,,01:36:08
Chris Balderstone,Bowland FR,M50,01:36:09
Jon Green,Preston H,M40,01:36:33
Chris Lister,Ellenborough AC,,01:36:37
John Millen,Black Combe R,M40,01:36:42
Neil Holding,West Pennine,M50,01:36:52
Michael Baron,Ambleside,,01:38:32
Calvin Routledge,Lancaster,,01:38:51
Caroline Lambert,Wetherby Runners,L,01:39:04
Stephen Smithies,Bowland FR,M50,01:39:08
Neil Ashcroft,Ambleside,M40,01:39:29
Bryan Wakeley,Ambleside,,01:40:01
James Christmas,Keswick,,01:40:41
William Monaghan,,,01:40:59
Greg Meschino,,,01:42:10
James Gray,,,01:42:31
Jim Tyson,Ambleside,M40,01:43:46
Dan Walmsley,,,01:45:15
Robert Mortimore,Ambleside,,01:45:27
Chris Barnes,Blackburn Harriers,,01:45:47
Simon Simpson,,,01:46:23
Steve Freeman,Keswick,M50,01:47:04
J P Challinor,Ambleside,,01:48:06
Christopher Loftus,Keighley & Craven,,01:48:25
Pete Tayler,Black Combe R,M50,01:49:47
Aaron Walmsley,,,01:50:10
Phil Thacker,Helm Hill,,01:51:01
Anthony Bowness,,M40,01:52:49
Christopher Smith,,,01:52:59
Ian Stephenson,Ambleside,M50,01:53:07
Stuart Allan,Helm Hill,M40,01:53:16
Pete Wilkin,Thirsk & Sowerby,M50,01:53:51
Michael Asquith,Durham FR,M40,01:54:12
Anna Hoogkammer,Ambleside,F,01:58:27
Rosie Watson,Doss Athletics,F,01:58:43
Richard Timms,Settle H,M40,01:58:55
Chris Jones,Wharfedale H,M40,01:59:22
David Griffen,Dallam,M50,01:59:44
Ellie Maddocks,Lonsdale,F,02:01:10
Phil Mather,Lonsdale,,02:01:12
Paul Wright,Ambleside,M50,02:02:33
Phil Clayton,Black Combe R,M40,02:02:40
Christopher Tulley,Preston H,,02:02:53
Peter Hill,,,02:03:20
David Tolson,Red Rose,M50,02:04:39
Sally Ward,,F50,02:04:39
John Birkett,,M50,02:04:47
Mike Jewell,Black Combe R,M50,02:04:53
Trevor Symonds,FRA,M50,02:05:00
Richard Davies,Bowland FR,M50,02:05:06
Chris Schofield,Helm Hill,M50,02:05:22
Karl Mason,Helm Hill,,02:06:13
Dave Appleyard,Helm Hill,M50,02:06:37
Trevor Harden,,,02:08:41
Peter Bellis,Bolton H,M50,02:11:24
Mike Troup,Ambleside,M50,02:11:26
Judith Bellis,,F,02:13:18
Caroline Pollard,Wharfedale H,F50,02:14:06
Graham Watson,CFR,M50,02:17:33
Dorian James,SMOC,M50,02:18:07
Will Ross,Black Combe R,M40,02:18:18
Ramsey Sawl,,,02:18:23
Jonathan Atkinson,,,02:18:31
John Orrell,Blackburn Harriers,M40,02:18:42
Nicky Butler,Keswick,F50,02:19:21
Peter Murray,York Acorn,M40,02:20:32
Trevor Matty,Dark Peak FR,M40,02:21:20
Raj Madhas,Wharfedale H,,02:24:09
John Cox,Middleton Harriers,M50,02:26:25
Martin Walsh,Bowland FR,M50,02:26:35
Freya Reynolds,Craven Energy,F,02:27:13
Sue Ross,Black Combe R,F,02:27:16
Peter Jagan,Bingley H,M50,02:27:17
Ali Woodard,,F,02:28:06
Alan McGuiness,Rossendale H,M50,02:28:22
Jane Laycock,Ambleside,L50,02:29:01
Andrew Biddle,West  Pennine Runners,,02:29:36
Richard Tate,Swaledale Outdoor Club,M50,02:30:22
Wayne McIntosh,Trawden,,02:31:10
Wendy Birkett,,F50,02:34:16
Steve Milner,Wharfedale H,M50,02:34:35
Anne Milner,Wharfedale H,F40,02:34:38
Terry Woodhouse,Leicester Roadhogs,M40,02:36:25
Sue Ashley,Keswick,F50,02:36:38
Selwyn Wright,Ambleside,M50,03:04:56
Phil Roberts,Rochdale,M50,03:24:30
Ian Charters,Bowland FR,M50,D N F
Paul Stephenson,Sinfin RC,M50,Disq
Craig Harrison,,,Disq
Brian Woof,,,Disq
Simon Dixon,Dark Peak FR,,Disq
Paul Murrin,Chepstow Harriers,M40,Disq
