name,club,category,time
Jack Ross,Staffs Moorlands,MU23,00:25:53
Steve Knowles,Pennine,M40,00:26:38
Alan Kirk,Pennine,M50,00:27:22
Mark Burton,Pennine,M,00:27:39
Thomas Callan,U/A,MU23,00:28:10
Simon Pymm,Saddleworth,M,00:28:25
Richard Hunt,Dark Peak,M,00:28:54
Andy Barnett,Dark Peak,M50,00:29:03
Jim Trueman,Pennine,M45,00:29:55
Steph Curtis,Pennine,W40,00:30:35
Chris Shearlock,U/A,M,00:31:00
Robert Goulsbra,Stockport Harriers,M,00:31:21
Mark Cliffe,Pennine,M40,00:32:00
Zoe Barton,Glossopdale,W,00:32:28
Andy Butler,Pennine,M55,00:32:55
Lee Grant,Goyt Valley,M45,00:33:19
Mark Halsey,Buxton,M,00:33:34
Frank Fielding,Pennine,M60,00:33:46
Dean Nankivell,GMFRS,M45,00:34:22
David Tozer,Bayston Hall Salad Dodgers,M45,00:34:26
Tim Isherwood,U/A,M,00:34:43
Peter Bailey,Buxton,M50,00:35:10
Nick Ham,Stockport Harriers,M45,00:35:46
Trevor Murgatroyd,Calder Valley,M50,00:36:35
Roger Hart,Glossopdale,M60,00:36:43
Damien O'Rourke,GMFRS,M40,00:37:06
Peter Calladine,Saddleworth,M60,00:37:30
Blair Garrett,Calder Valley,M,00:37:34
Keven Longall,U/A,M,00:37:34
Claire Parker,Pennine,W,00:37:44
Richard Douglas,Buxton,M,00:37:50
Barnaby Crawshaw,Pennine,M,00:38:07
Becky Thompson,Glossopdale,W,00:38:28
David Forshaw,Buxton,M45,00:38:37
Alison Holt,Glossopdale,W45,00:39:52
Philip Wheatcroft,KFR,M65,00:40:23
Ciaron Marron,Knowsley,M,00:41:10
