name,club,category,time
Joe Edmondson,Ambleside,M,00:09:49
Tom Humphreies,Eden Runners,M,00:10:31
Thomas Marshall,Settle Harries,M,00:10:43
Luke Bowen,Ambleside,M,00:10:53
Lucas Parker,Pennine Fell Runners,M,00:10:55
Logan Hargreaves-Madhas,Wharfedale,M,00:11:08
Ben Edmondson,Ambleside,M,00:11:15
Harry Shelbourne,Holmfirth Harriers,M,00:11:20
Jake Shuttleworth,Ambleside,M,00:11:42
Lewis Bowness,Helm Hill Runners,M,00:12:59
Briony Holt,Clayton-le-Moors Harriers,F,00:13:00
Rosie Woodhams,Dallam,F,00:14:56
Oscar Hargreaves,,M,00:15:41
Ellie Sunman,Holmfirth Harriers,F,00:15:48
Luke Buckley,Widnes Park Run,M,00:16:58
Alice Shelbourne,Holmfirth Harriers,F,00:16:58
Matt Panett,,M,00:17:11
Erin Bagge,Helm Hill Runners,F,00:18:45
Anna Cornish,,F,00:25:25
