name,club,category,time
David Alexander,West Cheshire AC,M40,00:21:56
Joe Morris,Oswestry Olympians AC,JM,00:22:58
Adair Broughton,Helsby AC,SM,00:23:40
Steve Roberts,Oswestry Olympians AC,M55,00:24:15
Paul Frodsham,Last Inn Runners,M50,00:24:21
Rob Kerr,U/A,SM,00:25:13
Michelle Clarke,Telford Harriers,SF,00:25:17
Neil Bevan,Oswestry Olympians AC,SM,00:25:20
Cameron-Scott Stamp,Wrekin Road Runners,JM,00:25:25
Martin Cortvriend,Clywdian Range Runners,M55,00:25:31
Paul Sabin,U/A,M50,00:25:34
Charles Ashley,Wrexham AAC,M50,00:25:42
Nick Blake,Oswestry Olympians AC,M50,00:25:46
Matt Knight,U/A,SM,00:26:02
Ben Gregory,Stockport Harriers,M55,00:26:07
Kean Rowlands,Clywdian Range Runners,M50,00:26:15
Tim Tansley,Oswestry Olympians AC,SM,00:26:32
Glyn Jones,Maldwyn Harriers,M45,00:26:57
Neville Baker,Headington RR,M55,00:27:00
Dave Mayhew,Last Inn Runners,M50,00:27:06
Jeff Mills,U/A,SM,00:27:16
Duncan Jones,Denbigh Harriers,M50,00:27:18
Roy Betts,Evesham Vale RC,M45,00:27:24
Paul Brown,U/A,M40,00:27:31
Jan Kardasr,U/A,M50,00:27:38
Craig Nicolls,U/A,SM,00:27:41
Stuart Robinson,Telford Harriers,SM,00:27:46
Daisy Tickner,Oswestry Olympians AC,JF,00:27:50
Ian Lowe,Oswestry Olympians AC,SM,00:27:52
Phil Gillard,Helsby AC,M45,00:28:18
Thomas Csizmadia,Wrexham AAC,JM,00:28:26
Martyn James,U/A,M50,00:28:26
Sandra Rowlands,Clywdian Range Runners,F40,00:28:31
Steve Jones,Eryri,M55,00:28:34
Dan Benson,New Barns Hardcore,SM,00:28:43
Ali Tickner,Oswestry Olympians AC,F40,00:28:45
Bernie Jones,U/A,M50,00:28:58
Colin Williamson,Shropshire Shufflers,M65,00:29:06
Ian Watkins,Oswestry Olympians AC,M50,00:29:07
Damian Evans,U/A,SM,00:29:08
Lauren Davies,Oswestry Olympians AC,SF,00:29:09
Dave Good,Shropshire Shufflers,SM,00:29:09
David Hughes,Oswestry Olympians AC,M45,00:30:02
Elliott Clifton,U/A,SM,00:30:23
Linda Jones,U/A,F45,00:30:29
Dave Jones,Dark Peak Fell Runners,M60,00:30:31
Christopher Hatton,Helsby AC,M55,00:30:33
Colin Downey,Mercia FR,M50,00:30:54
Barbara Ward,Oswestry Olympians AC,F55,00:31:19
Bianca McCrimmon,U/A,SF,00:31:40
Jackie Keasly,Helsby AC,F50,00:31:56
Stephane Borie,U/A,SM,00:32:11
David Temple,Deestriders RC,SM,00:32:15
Barrie Jackson,Merionnydd RC,M70,00:32:19
Keith Parry,Chase Harriers,M55,00:32:21
Robert Beck,U/A,SM,00:32:24
Mare-Anne Fischer,Headington RR,F45,00:32:24
Will Morris,U/A,M50,00:32:25
Rebecca Knight,U/A,SF,00:32:39
Christine Lloyd,Halesowen AC,F50,00:32:49
Peter Norman,Wrexham AAC,M70,00:33:06
Ellen Harrison,Oswestry Olympians AC,F50,00:34:03
Gillian Csizmadia,Wrexham AAC,F45,00:35:15
T-Bone Benson,New Barns Hardcore,SM,00:35:30
Robbie Webster,Helsby AC,M65,00:35:48
Spencer Clarke,Telford Harriers,SM,00:36:16
Gwenda Roberts,U/A,F50,00:36:38
Liz Park,Oswestry Olympians AC,F35,00:37:28
Peter Henry,New Barns Hardcore,SM,00:39:53
Rosie Steele,U/A,F35,00:42:24
