name,club,category,time
Tom Owens,Shettleston Harriers,M,01:25:00
Finlay Wild,Lochaber AC,M,01:25:28
Rob Hope,Pudsey & Bramley,M40,01:25:45
Morgan Donnelly,Borrowdale Fell Runners,M40,01:26:24
Rob Jebb,Bingley Harriers,M40,01:27:24
Gavin Mulholland,Calder Valley,M40,01:30:09
Karl Gray,Calder Valley,M40,01:30:09
Matthew Roberts,Eryri Harriers,M,01:31:17
Neil Northrop,Dark Peak,M,01:31:35
Ben Mounsey,Calder Valley,M,01:32:24
Richard Roberts,Eryri Harriers,M,01:32:53
Alasdair Anthony,Ochil Hill Runners,M,01:33:01
Tim Ellis,Calder Valley,M,01:33:24
Mark Palmer,Mynydd Du,M50,01:34:09
Iain MacCorquodale,Ronhill Cambuslang,M,01:34:13
Kieran Hodgson,Helm Hill Runners,M40,01:34:33
Tom Brunt,Dark Peak,M40,01:34:41
Mark Lamb,Keswick AC,M,01:34:47
Dave Taylor,Dark Peak,M50,01:35:20
Stewart Whitlie,Carnethy,M50,01:35:23
Tom Saville,Dark Peak,M,01:35:45
Dave Eiser,Ochil Hill Runners,M,01:37:20
James Waldie,Carnethy,M,01:37:30
Jasmin Paris,Carnethy,F,01:37:33
David Fulton,HBT,M,01:37:47
Tommy Horton,Ambleside,M,01:37:53
Michael Reid,Carnethy,M,01:37:59
Stanley Topalian,Westerlands,M,01:38:14
Nigel Wood,Helm Hill Runners,M40,01:38:29
Andrew Schofield,Borrowdale Fell Runners,M40,01:38:47
Joe Baxter,Pudsey & Bramley,M,01:38:55
Gregor Stewart,Westerlands,M,01:39:20
Todd Oates,Ambleside,M,01:39:29
James Espie,Deeside Runners,M,01:39:35
Paul Cornforth,Borrowdale Fell Runners,M50,01:40:24
Darren Kay,Calder Valley,M40,01:40:41
Dessie Flanagan,Carnethy,M,01:40:45
Jon Morgan,Dark Peak,M40,01:41:02
Victoria Wilkinson,Bingley Harriers,F,01:41:03
Shaun Godsman,Calder Valley,M40,01:41:03
Dave Milliken,Horwich,M40,01:41:09
Richard Houghton,Pennine Fell Runners,M50,01:41:17
Joe Blackett,Dark Peak,M50,01:41:28
David Wilby,Highland Hill Runners,M,01:41:58
Alan Smith,Deeside Runners,M50,01:42:10
Stuart Malcolm,Highland Hill Runners,M40,01:42:12
Charlie Mcintosh,Pudsey & Bramley,M40,01:42:21
George Foster,Dundee Hawkhill,M,01:43:05
Stephen Jones,Eryri Harriers,M60,01:43:33
Karl Steinegger,Ambleside,M,01:43:38
Ben Hukins,Ronhill Cambuslang,M,01:43:40
John Connaghan,Shettleston Harriers,M40,01:43:44
Iain Whiteside,Carnethy,M,01:44:33
Jim Haworth,Galloway Harriers,M40,01:45:26
Stephen Winter,Shettleston Harriers,M,01:45:36
Liam Braby,Carnethy,M,01:45:40
Paul Jenkinson,Eryri Harriers,M40,01:45:43
Andrew Cox,Moorfoot Runners,M,01:45:46
Darren Fishwick,Chorley Harriers,M40,01:45:49
Robert Little,Dark Peak,M,01:45:53
Hannah Horsburgh,Keswick AC,F,01:45:54
Mel Price,Mercia,F40,01:46:23
Peter Mackie,Shettleston Harriers,M,01:46:32
Stephen Watts,Pennine Fell Runners,M50,01:46:51
Carl Aveyard,Mercia,M,01:46:55
Christopher Balderson,Bowland Fell Runners,M50,01:47:19
Neil Ashcroft,Ambleside,M40,01:47:34
Adrian Harvey,Howgill Harriers,M,01:47:42
Sharon Taylor,Helm Hill Runners,F,01:47:47
Charlotte Morgan,Carnethy,F,01:48:07
Russell McGavock,,M,01:48:12
Grant Baxter,Ochil Hill Runners,M40,01:48:17
David Gallie,Highland Hill Runners,M50,01:48:26
Nichola Jackson,Preston Harriers,F,01:48:28
Virgil Barton,Mercia,M40,01:48:46
Steve Bell,Dark Peak,M50,01:48:50
Chris Tomlin,Cosmics,M40,01:48:58
Stephen Smithies,Calder Valley,M40,01:49:25
Emma Gould,Mercia,F,01:50:08
Steven Fallon,Carnethy,M50,01:50:47
Alex McVey,Carnethy,M,01:51:02
Lauren Jeska,Eryri Harriers,F40,01:51:07
Steve Jackson,Horwich,M60,01:51:23
Julian Warman,HBT,M40,01:51:37
Adrian Davis,Carnethy,M50,01:51:45
Kyle Greig,Forres Harriers,M,01:52:14
Katie Beecher,Mynydd Du,F,01:52:17
Ben Grant,Harrogate Harriers,M60,01:52:37
Nicholas Colburn,Northern AC (IoM),M,01:53:02
Peter Henry,Deeside Runners,M,01:53:24
Mark Whitelaw,Annan & District AC,M40,01:53:33
Hazel Robinson,Ambleside,F40,01:53:42
Andy Dickenson,Dark Peak,M50,01:53:56
Kerstin Leslie,Dalbeattie Running Club,F,01:54:20
Tom Middlemiss,Carnethy,M,01:54:28
Adam Anderson,Carnethy,M40,01:54:43
Louise Roberts,Ambleside,F40,01:54:50
Astrid Gibbs,Ambleside,F40,01:55:00
Tom McGaff,Cheshire Hill Racers,M60,01:55:12
Neil Gilmore,Carnethy,M50,01:55:15
Edward Davies,Mercia,M60,01:55:23
