name,club,category,time
Tom Owens,Shettleston,MO,02:07:52
Jethro Lennox,Shettleston,MO,02:09:26
Rob Jebb,Bingley,MO,02:10:18
Graham Pearce,Pudsey & Bramley A.C,MO,02:10:47
Ben Bardsley,Borrowdale FR,MV40,02:11:10
Rob Hope,Pudsey & Bramley A.C,MV35,02:11:39
Karl Gray,Calder Valley Fell Runners,MV40,02:12:06
Mark Palmer,Mynydd Du,MV45,02:12:22
Timothy Davies,Mercia Fell Runners,MO,02:12:53
Jim Davies,Borrowdale FR,MV40,02:13:01
Ben Mounsey,Calder Valley Fell Runners,MO,02:13:40
Des Woods,Mourne Runners,MV40,02:13:54
Kenny Richmond,Bellahouston RR,MV40,02:14:35
Richard Roberts,Eryri Harriers,MO,02:15:11
Michael Mikkaelsen-Barrow,Borrowdale FR,MO,02:15:30
Steve Cale,Mercia Fell Runners,MO,02:16:50
Rhys Findlay-Robinson,Dark Peak Fell Runners,MO,02:18:02
Tony Addison,Helme Hill,M23,02:18:42
Michael Fanning,Borrowdale FR,MV40,02:19:26
Mark Roberts,Borrowdale FR,MV40,02:20:34
Steve Birkinshaw,Borrowdale FR,MV40,02:21:31
Stephen Pyke,Stafford Moorland,MV40,02:22:27
Chris Steele,Borrowdale FR,MO,02:22:47
Jonny Steede,Ballymena Runners AC,MO,02:22:55
Andrew Annett,Mourne Runners,MJ,02:23:57
Dave Taylor,Dark Peak Fell Runners,MV45,02:24:39
Gary Bailey,Mourne Runners,MO,02:24:48
Andrew Scofield,Borrowdale FR,MV40,02:24:55
Alan Ward,Dark Peak Fell Runners,MV45,02:25:00
Mike Robinson,Dark Peak Fell Runners,MV40,02:25:27
James Logue,Calder Valley Fell Runners,MV40,02:26:56
Iain Ridgway,Eryri Harriers,MO,02:27:27
Darren Kay,Pudsey & Bramley A.C,MV40,02:28:00
Matthew Fortes,Eryri Harriers,MO,02:28:37
Jason Stevens,Calder Valley Fell Runners,MV40,02:28:59
Michael Green,Horwich RMI,MV45,02:29:05
Martin Holroyd,Borrowdale FR,MV40,02:29:24
Pete Vale,Mercia Fell Runners,MV35,02:29:43
Sam Herron,Mourne Runners,MO,02:30:04
Matthew Sullivan,Shettleston,MO,02:30:41
Pippa Maddams,U/a,FO,02:31:20
Dale Mathers,Newry City Runners AC,MV45,02:32:59
Andy Thorpe,Calder Valley Fell Runners,MV40,02:35:00
Neil Ashcroft,Ambleside AC,MV40,02:35:01
Matthew Roberts,Eryri Harriers,MO,02:36:06
Matthew Hulley,Dark Peak Fell Runners,MO,02:36:17
Mick Stenton,Dark Peak Fell Runners,MV50,02:36:44
Ed Gamble,Cheshire Hill Racers,MV45,02:36:57
Clive Bailey,Mourne Runners,MO,02:38:03
Helen Fines,Calder Valley Fell Runners,FV35,02:38:11
Neil Carty,North Belfast H,MV40,02:38:56
Dave Ward,Pennine Fell Runners,MO,02:39:54
Tim Werrett,Mercia Fell Runners,MV35,02:40:18
Mark Alexander,Ballymena Runners AC,MV40,02:40:32
Sarah Ridgeway,Eryri Harriers,FO,02:40:37
Paul Jenkinson,Eryri Harriers,MV40,02:41:22
Jonathan Moore,U/a,MV40,02:41:23
James Titmuss,Pudsey & Bramley A.C,MV35,02:41:32
Judith Jepson,Dark Peak Fell Runners,FV40,02:41:43
Rory O'Donnell,Eryri Harriers,MO,02:41:54
Corey Urwin,Larne AC,MV40,02:41:59
Ben Grant,Harrowgate,MV60,02:42:12
Jonathan Graham,Mourne Runners,M23,02:43:40
Paul Jones,Mercia Fell Runners,MV40,02:46:32
Jim Patterson,Newcastle & District AC,MV60,02:47:22
Simon Reeve,FERMO,MV35,02:49:24
Nick Pearce,Ilkley Harriers,MV55,02:49:26
Karen Alexander,Sperrin Harriers,FO,02:49:30
Shileen O'Kane,Lagan Valley AC,FV40,02:50:18
Neil Shepherd,Bowland Fell Runners,MV40,02:50:37
Tom McGaff,Cheshire Hill Racers,MV55,02:50:48
Keith G. Holmes,Dark Peak Fell Runners,MV55,02:50:56
Anna Bartlett,Shrewsbury Athletic Club,FV40,02:51:09
Peter O'Brien,Eryri Harriers,MV40,02:51:45
Vincent Booth,Cheshire Hill Racers,MV40,02:52:00
Aly Raw,Bingley,FV40,02:52:03
Pete Grant,Newry City Runners AC,MV40,02:52:22
Justin Maxwell,Larne AC,MO,02:53:15
Ian McCollam,North Belfast H,MO,02:54:48
Tim Wilson,BARF,MV35,02:55:21
Jim Brown,BARF,MV50,02:58:45
William Hutchinson,Mourne Runners,M23,02:59:07
Dale Foster,Otley AC,MV40,02:59:24
David Dickson,Westerlands CCC,MV50,02:59:37
Mike Barton,Mourne Runners,MV55,02:59:41
Phil Scarf,Calder Valley Fell Runners,MV40,03:00:06
Lucy Harris,Pennine Fell Runners,F23,03:01:36
David Keeling,Cheshire Hill Racers,MV45,03:03:00
Martyn Pollitt,Burnden Road Runners,MV50,03:03:27
Alan Brentnall,Pennine Fell Runners,MV60,03:03:44
Bryan Magee,Larne AC,MV35,03:03:59
Ciara Largey,NIMRA,FO,03:04:08
Greg Rimmer,Dark Peak Fell Runners,MV45,03:04:42
David Bell,Mourne Runners,MV50,03:08:01
Julie Carter,U/a,FV45,03:08:12
Jason Wilson,Ballymena Runners AC,M23,03:08:47
Robert Taylor,Pennine Fell Runners,MV60,03:09:05
Gerry Kingston,BARF,MV45,03:09:43
Cecil McCullough,Mourne Runners,MV50,03:10:15
Neville Watson,U/a,MV35,03:11:16
Simon Bolton,Cheshire Hill Racers,MV40,03:11:23
Dale Smith,Larne AC,MV40,03:11:33
Harry Teggarty,Mourne Runners,MV60,03:11:58
Eugene McCann,Newcastle & District AC,MV50,03:12:35
Richard Bell,Newcastle & District AC,MV35,03:12:52
Judy Howells,Wharfedale Harriers,FV40,03:13:31
Ruth Metcalfe,Eryri Harriers,FO,03:14:00
Kathleen Brierley,Todmorden Harriers,FV45,03:15:02
Willie Gibson,Carnethy,MV50,03:20:52
Leslie Mulholland,U/a,MV50,03:21:16
Jackie Scarf,Calder Valley Fell Runners,FV40,03:21:32
Joanne Anderson,Carnethy,FV40,03:21:38
Isaline Hughes,Burnden Road Runners,FV45,03:21:50
Paul Cadman,Mercia Fell Runners,MV45,03:22:18
Jane Leonard,Todmorden Harriers,FV50,03:22:29
Hugh Suffern,NoththeSundayRun,MV50,03:24:00
Taryn Mccoy,BARF,FV35,03:25:12
Tom Mcclelland-Thomas,Calder Valley Fell Runners,M23,03:27:42
Gareth Mckeown,U/a,MV45,03:28:06
Denise Mathers,Newry City Runners AC,FV45,03:29:35
Pat Goodall,Totley AC,FV55,03:29:53
Clare Kenny,Calder Valley Fell Runners,FV50,03:30:40
Hazel Mclaughlin,Lagan Valley AC,FV35,03:33:02
Violet Linton,LVO,FV35,03:35:55
Geoff Thomas,U/a,MV50,03:36:07
Trevor Wilson,BARF,MV50,03:39:12
Laurence Hamilton,Newcastle & District AC,MV40,03:40:12
David Smyth,U/a,MO,03:40:34
Dilwyn Rowlands,Eryri Harriers,MV40,03:40:37
Peter Mcclenaghan,BARF,MV50,03:42:38
Willie John Brown,Mourne Runners,MV50,03:43:58
Alison Brentnall,Pennine Fell Runners,FV60,03:47:55
Sue Roberts,Todmorden Harriers,FV45,03:52:18
Kathleen Monteverde,BARF,FV45,03:53:46
Ricky Cowan,Mourne Runners,MV60,03:56:12
Brian Linton,BARF,MV35,03:57:39
Noel Douglas,Mourne Runners,MV50,04:03:51
Emily Wood,Eryri Harriers,FV40,04:09:49
Cormac Muldoon,Armagh,MV50,04:11:55
Richard Dugan,Rowallan Ramblers,MV50,04:14:31
Jeremy Knox,U/a,MV40,04:14:31
Andrew McGibbon,BARF,MV40,04:19:40
Mandy Goth,Todmorden Harriers,FV50,04:19:57
Jo Bowen,Pennine Fell Runners,FO,04:23:25
Brian Spence,Larne AC,MV40,04:30:06
