name,club,category,time
Ben Abdelnoor,Ambleside,,02:13:14
Gary Greenhow,Ambleside,,02:17:32
Tom Brunt,Holmfirth,,02:18:28
Mike Johnson,Bowland,MV50,02:19:39
John Helme,Ambleside,,02:20:19
Matt Reedy,Ambleside,,02:20:30
Hugh O'Donnell,Ambleside,,02:21:00
Jonathan Malley,Sheffield University,,02:21:09
Kim Collison,Eden Runners,,02:21:49
Joe Blackett,Dark Peak,MV45,02:22:00
Steve Birkinshaw,Borrowdale,MV40,02:24:30
Paul Cornforth,Borrowdale,MV50,02:24:59
Richard McGrath,Ellenborough,,02:25:44
Jon Ascroft,Carnethy,MV40,02:27:46
Chris Reade,Bowland,MV45,02:29:29
Gary Thorpe,Ambleside,MV45,02:30:52
Josh Hubbard,Leicester Fell Foxes,,02:31:16
Tim Edwards,Clayton,MV45,02:32:08
Jack Wright,Ambleside,,02:32:15
Alan Smith,Deeside Runners,MV50,02:32:39
Clive Davis,Bowland,MV45,02:34:03
Nigel Wood,Coniston,,02:34:33
Chris Stirling,,,02:34:36
Paul Neild,Bowland,,02:34:37
Matthew Hulley,Dark Peak,,02:34:41
Ross Litherland,Saddleworth,,02:34:50
Dave Sykes,Dark Peak,,02:36:36
Mark Ruscoe,Horwich,,02:36:42
Nick Ray,Ellenborough,,02:37:09
Mark Clarkson,NFR,,02:38:30
Chris Balderson,Clayton,MV45,02:39:02
Neil Hardiman,Clayton,MV40,02:39:51
John Murfin,Settle,MV40,02:40:06
Leigh Warburton,Bowland,MV55,02:40:27
Tony Heron,Dark Peak,MV40,02:40:55
Dave Ward,Pennine,,02:41:21
George Foster,Ambleside,,02:42:46
John Kirkbride,Coniston,,02:43:39
Lewis Taylor,Stockport Harriers,,02:43:45
Huw Price,Bowland,MV50,02:44:07
Oliver Blomfield,Eden Runners,MV40,02:44:09
David Scott,Ochil Hill Runners,MV55,02:44:27
Darren Fishwick,Chorley AC & Tri,MV40,02:44:30
Anthony Gibson,South Shields Harriers,,02:44:50
Ashley Kay,Dark Peak,MV50,02:45:02
Peter Toaig,Borrowdale,MV40,02:45:07
Declan O'Duffy,Bowland,MV50,02:46:49
Adam Jackson,Keswick,MV40,02:46:54
John Marsham,Valley Striders,,02:47:12
Allan Miller,Kendal,MV55,02:47:17
Kevin Avery,,,02:47:55
Andy Preston,Middleton Harriers,,02:50:23
Jonathan Carrivick,,MV40,02:50:28
Colin Jennings,Garstang RC,MV40,02:50:47
Jamie Lawler,,,02:53:25
Ken Sutor,Cheshire Hash House Harriers,,02:53:32
Andrew Slattery,Keswick,MV40,02:53:38
Albert Sunter,Horwich,MV50,02:53:44
Michael Quinn,Esk Valley Fell Club,,02:53:48
Kevin Hagley,SWRR,MV50,02:53:49
Jules Coleman,Lonsdale FR,MV45,02:54:01
Peter Kemp,Ellenborough,,02:54:04
Simon Johnson,South Shields Harriers,,02:54:27
Branden Davison,Fat Boys,MV45,02:54:30
Simon Browne,Denby Dale,MV40,02:54:50
David Keeling,Cheshire Hill Runners,MV50,02:55:11
Rory O'Donnell,Eryri,,02:55:35
Alistair Barlow,Ilkley,MV40,02:55:40
Robert Green,Horwich,MV50,02:56:00
Donald Ferguson,Keswick,MV40,02:56:01
Suzanna Brett,,,02:56:31
Brian Horn,,MV55,02:56:42
Chris Webb,Saddleworth,,02:57:20
Adam Holloway,,MV40,02:58:00
Michael Bridge,Welwyn Garden City,,02:58:39
Tim Rippon,Dark Peak,MV45,02:59:41
David Ralphs,Newburgh Nomads,MV50,02:59:53
Neil Gascoyne,Bingley,MV45,03:00:00
Pete  Booth,Clayton,MV60,03:00:14
Jeffrey Pickup,Clayton,MV60,03:00:33
Chris Hare,Chapel Allerton Runners,MV50,03:00:55
Rachel Hill,Wharfedale,LV40,03:00:59
Jim Francis,,MV45,03:01:22
Phil Clayton,Black Combe,MV45,03:01:32
Dick Waddington,Ilkley,MV40,03:02:37
Jane Meeks,,LV50,03:02:55
Kevin Perry,,MV50,03:03:20
Mark Nutter,Clayton,MV50,03:03:22
Stewart Mechie,Thirsk & Sowerby Harriers,MV50,03:03:24
Mick Dobson,Clayton,MV40,03:03:33
Andrew Hunter,Beeston AC,,03:03:50
Alan Heaton,Bowland,MV55,03:03:52
Bruce Poll,Lochaber AC,MV40,03:04:05
Jon Sharples,Clayton,MV55,03:04:12
Paul Johnson,Keswick,,03:04:59
Bill Williamson,CFR,MV45,03:05:00
Philip Devine,Kendal,MV45,03:06:12
Scott Lewis,South Shields Harriers,MV40,03:06:15
Mary Gillie,Clwydian Range Runner,,03:06:27
Michael McLoughlin,Preston Harriers,MV60,03:06:31
Paul Reilly,Coniston,,03:06:34
Richard Bellaries,Clayton,MV55,03:06:45
Andrew Hirst,,,03:06:46
Nina Walkingshaw,CFR,,03:07:20
Tim Jackson,Settle,MV40,03:07:29
Mhairi Cameron,Ambleside,,03:07:31
Gavin Coventry,Thirsk & Sowerby Harriers,MV40,03:07:59
Ian Coldicott,Skipton,MV40,03:08:01
Paul Jackson,Horwich,MV45,03:08:06
James Charlton,NFR,MV40,03:08:08
Martin Hancock,Skipton,MV40,03:08:38
Simon Cox,,MV50,03:09:23
Philip Dixon,,MV55,03:09:37
Jonathan Sinclair,Ilkley,MV50,03:09:49
Paul Simpson,Kendal,MV45,03:11:55
Jim Roberts,Wharfedale,MV40,03:12:05
Mark Graham,CFR,MV50,03:12:10
Craig Dring,Keswick,MV45,03:12:22
