name,club,category,time
Jim Davies,Borrowdale,40 Male Vet,00:31:26
James Buis,Heaton Harriers,Male Open,00:32:10
Rhys Findlay-Robinson,Dark Peak,Male Open,00:32:36
Tom Brunt,Holmfirth,Male Open,00:32:44
Mike Fanning,Borrowdale,40 Male Vet,00:32:51
Lizzie Adams,Hallamshire,Female Open,00:33:06
Dave Kirkham,Wharfedale Harriers,Male Open,00:33:20
N  Charlesworth,Wharfedale Harriers,40 Male Vet,00:34:34
Shaun Chew,Wharfedale Harriers,Male Open,00:34:47
Noel Curtis,Pennine,Male Open,00:34:48
Thomas Edwards,Dark Peak,Male Open,00:35:26
Paul Crabtree,Wharfedale Harriers,40 Male Vet,00:36:26
Paul Crabbie,Wharfedale Harriers,40 Male Vet,00:36:46
Oliver Blomfield,Lochaber,40 Male Vet,00:37:20
Paul Aitken,Helm Hill,Male Open,00:37:36
Lawrence Johnson,Northumberland Fell Runners,40 Male Vet,00:37:53
David  Wiseman,Northumberland Fell Runners,40 Male Vet,00:38:00
Phil Metcalf,Unattached,Male Open,00:38:28
Paul Frigg,Unattached,40 Male Vet,00:38:39
Gary Jordon,Eden Runners,Male Open,00:39:09
John Tollit,Northumberland Fell Runners,40 Male Vet,00:39:39
Olly  Fielden,CFR,Male Open,00:39:47
John Duff,Northumberland Fell Runners,40 Male Vet,00:39:54
Steve Patterson,Eden Runners,Male Open,00:40:20
Jonathan Tombs,Unattached,40 Male Vet,00:40:44
Ian Horne,Eden Runners,40 Male Vet,00:40:55
Geoff Davis,Northumberland Fell Runners,50 Male Vet,00:41:41
Simon Davies,Unattached,Male Open,00:42:09
Judy Howells,Wharfedale Harriers,40 Female Vet,00:42:15
Paul Hainsworth,Northumberland Fell Runners,50 Male Vet,00:42:32
Tony Tombs,Unattached,50 Male Vet,00:42:55
Steph Scott,Northumberland Fell Runners,40 Female Vet,00:43:12
Jonathan Walkingshaw,CFR,Male Open,00:43:43
Simon Veitch,Unattached,40 Male Vet,00:44:26
Paula  Gould,Holmfirth,Female Open,00:45:28
David  Johnson,Northumberland Fell Runners,50 Male Vet,00:45:30
Ralph Heppel,Unattached,Male Open,00:45:31
Stewart Johnson,Helm Hill,60 Male Vet,00:45:35
Simon Humphries,Unattached,40 Male Vet,00:46:10
Caroline Pollard,Wharfedale Harriers,50 Female Vet,00:46:18
Nigel Heppel,Elvet Striders,50 Male Vet,00:46:31
Nina Walkingshaw,CFR,Female Open,00:46:41
Katherine Kirkham,Wharfedale Harriers,Female Open,00:46:43
Denise Tunstall,Durham Fell Runners,40 Female Vet,00:46:47
Simon Craig,Unattached,40 Male Vet,00:46:55
Jane Hetherington,Unattached,Female Open,00:47:07
Debbie Thompson,Keswick,50 Female Vet,00:47:59
Shaun Atkinson,Helm Hill,40 Male Vet,00:48:21
Susan Davis,Northumberland Fell Runners,50 Female Vet,00:48:43
Natalie Ruane,Eden Runners,Female Open,00:49:12
Philip Hawly,CFR,50 Male Vet,00:49:54
Jean Powell,Wharfedale Harriers,40 Female Vet,00:49:56
Jane Davies,Borrowdale,40 Female Vet,00:50:32
David  Kirby,Unattached,Male Open,00:50:33
Sue Narey,Wharfedale Harriers,40 Female Vet,00:50:40
Raj Madhas,Wharfedale Harriers,40 Male Vet,00:51:07
Gill Doyle,Eden Runners,50 Female Vet,00:51:33
Chris Haswell,Unattached,Male Open,00:52:35
Gill Sharples,Eden Runners,40 Female Vet,00:53:17
David  Thompson,Unattached,60 Male Vet,00:53:18
Rich Cavner,Northumberland Fell Runners,60 Male Vet,00:54:32
Sabine Sowerbt,Unattached,Female Open,00:55:40
John Rutter,Keswick,70 Male Vet,00:58:26
Joe Gabarinie,Northumberland Fell Runners,70 Male Vet,01:00:19
Lynda Hargreaves,Wharfedale Harriers,40 Female Vet,01:02:34
