name,club,category,time
Josh Tighe,Blackburn H,,00:34:48
Tom Addison,Helm Hill,,00:35:19
Mark Addison,Helm Hill,,00:35:46
Karl Gray,Calder Valley,V40*,00:35:53
Gavin Mulholland,Calder Valley,,00:36:14
Rick Stuart,Helm Hill,V40,00:37:02
Jon Wright,Todmorden,V40,00:37:13
Charlie Pass,Wesham,,00:37:17
Mike Wallis,Clayton-le-Moors,V50*,00:37:53
Dave Walker,Clayton-le-Moors,,00:38:02
James Titmus,Pudsey & Bramley,,00:38:20
Steve Smithies,Calder Valley,V40,00:38:36
Mark McGoldrick,Wharfedale,,00:38:47
Dave Nuttall,Clayton-le-Moors,V40,00:39:00
Dwane Dixon,Todmorden,,00:39:45
Christian Holmes,Wharfedale,,00:39:51
Colin Moses,Wharfedale,V40,00:39:57
Andrew Orr,Clayton-le-Moors,V40,00:39:57
Alan Life,Clayton-le-Moors,V40,00:40:00
Jack Dugdale,Clayton-le-Moors,,00:40:04
Neil Holding,West Pennine,V50,00:40:05
Ian Greenwood,Clayton-le-Moors,V40,00:40:11
Andy McFarlane,Clayton-le-Moors,V40,00:40:35
Chris Balderson,Clayton-le-Moors,V40,00:40:39
Steve Whitaker,Clayton-le-Moors,V40,00:40:51
Christopher Loftus,Keighley & Craven,,00:40:58
Martyn Pollitt,Burnden,V40,00:40:59
Jack Holt,Clayton-le-Moors,V60*,00:41:06
Neil Worswick,Clayton-le-Moors,V40,00:41:41
Gary Parker,Calder Valley,V40,00:41:49
Brian Goodison,Abbey Runners,V50,00:41:58
Joe Atherton,Keighley & Craven,,00:42:11
Dave Motley,Clayton-le-Moors,,00:42:18
Lee Shimwell,Calder Valley,,00:42:19
Mark Walsh,Darwen Dashers,V40,00:42:23
Declan O'Duffy,Bowland,V50,00:42:33
Andrew Carruthers,Halesowen,V40,00:42:36
Mike Bigmore,UA,V40,00:42:43
Andrew Lee,Rossendale,V40,00:43:10
Shaun Addison,Helm Hill,V50,00:43:21
Colin Valentine,Keswick,V40,00:43:26
Tim Hargreaves,Stockport,V50,00:43:29
David Horrocks,Clayton-le-Moors,V40,00:43:34
Ralph Baines,Clayton-le-Moors,V40,00:43:40
Rob Dobson,Calder Valley,,00:43:44
Lynne Clough,Chorley,LV40*,00:43:45
Paul Jackson,Chorley,V40,00:43:45
Ivan Whigham,Clayton-le-Moors,V40,00:43:50
Greg Rimmer,Dark Peak,V40,00:44:16
Ian Page,Wharfedale,V40,00:44:20
Darren McDermott,Preston,,00:44:31
John Egan,Bingley,V40,00:44:37
Rachel Jefferson,Warrington,LJ*,00:44:39
Fred Lynch,Red Rose,V50,00:44:43
Nichola Jackson,Preston,LJ,00:44:58
Jeff Pickup,Clayton-le-Moors,V50,00:45:02
Ian Robinson,Clayton-le-Moors,V50,00:45:12
Neil Alderman,Trawden,V40,00:45:24
Doug Fleming,Horwich RMI,V50,00:45:27
Phil Walsh,Preston,V50,00:45:31
Garry Traviss,Calder Valley,V40,00:45:36
Dave Kershaw,Chorley,V50,00:45:37
Dave Reynolds,Newburgh Nomads,V40,00:45:40
Philip Butler,Red Rose,V40,00:45:56
Dawn Atkins,Chorley,L*,00:46:00
Adrian Lowerly,Bowland,,00:46:14
John Thompson,Wharfedale,V50,00:46:19
Samuel Dalby,FRA,,00:46:23
Mark Nutter,Clayton-le-Moors,V40,00:46:53
Richard Sudworth,Newburgh Nomads,,00:46:54
Wil Valovin,UA,,00:47:10
Rich White,Glossopdale,,00:47:16
Barry Scholes,Wharfedale,V50,00:47:21
Michael Toman,Rossendale,V40,00:47:26
Keith Thompson,Clayton-le-Moors,V50,00:47:28
John Shepherd,Red Rose,V40,00:47:31
Kevin Smith,Darwen Dashers,V40,00:47:57
Mick Craven,Todmorden,V50,00:48:01
Gordon Rowson,UA,V40,00:48:02
Darren Rushton,UA,V40,00:48:07
Martin Farrar,Skyrac,V40,00:48:10
Martin Whitehead,Calder Valley,V50,00:48:12
Joe Swarbrick,Red Rose,V50,00:48:14
David Ryder,UA,,00:48:24
Chris Whitlock,Wesham,V40,00:48:33
Rod Sutcliffe,Calder Valley,V50,00:48:45
Ken Addison,Red Rose,V50,00:48:48
Tom McClelland-Thomas,Calder Valley,J*,00:48:50
Peter Murphy,Darwen Dashers,V50,00:48:55
Graham Barnes,UA,V50,00:49:00
David Brooks,Blackpool Wyre & Fylde,,00:49:13
Richard Briscoe,Clayton-le-Moors,,00:49:16
Ian Hollas,Trawden,V40,00:49:18
William Titley,Trawden,V40,00:49:20
Peter Leighton,Horwich RMI,V40,00:49:24
Alan Martin,Preston,V40,00:49:27
Steven Jackson,Preston,V50,00:49:30
Geoff Haworth,Red Rose,V40,00:49:32
Sarah Sherrat,Wesham,L,00:49:33
Andrew Firth,Clayton-le-Moors,V50,00:49:47
Mike Wardle,Calder Valley,V50,00:50:00
Steve Fish,Clayton-le-Moors,V50,00:50:01
Glenn Munroe,UA,,00:50:12
Dan Taylor,Todmorden,,00:50:13
Gordon Thompson,Preston,V50,00:50:25
Steve Bury,Clayton-le-Moors,V50,00:50:37
Graham Lloyd,Calder Valley,V40,00:50:44
Pauline Linton,UA,LV40,00:50:51
Mark Haworth,Red Rose,,00:50:57
Paul Wareing,Chorley,V40,00:50:58
John Hyde,Red Rose,V50,00:51:04
Harry Atkinson,Bingley,V50,00:51:12
Claire McDermott,Preston,L,00:51:42
