name,club,category,time
Ricky Lightfoot,Ellenborough Athletic Club,M,02:49:21
Carl Bell,Keswick Athletic Club,M,02:50:06
Rob Hope,Pudsey & Bramley Athletic Club,M40,02:53:27
Simon Bailey,Mercia Fell Runners,M,02:53:53
Rhys Findlay-Robinson,Dark Peak Fell Runners,M,02:54:35
Steve Hebblethwaite,Keswick Athletic Club,M,03:03:10
Martin Mikkelsen-Barron,Borrowdale Fell Runners,M,03:03:45
Karl Gray,Calder Valley Fell Runners,M45,03:05:32
Ted Mason,Wharfedale Harriers,M,03:05:49
Jamie Parkinson,Pudsey & Bramley Athletic Club,M,03:06:13
Rob Jebb,Bingley Harriers,M40,03:06:56
Sam Tosh,Rossendale Harriers,M,03:09:39
Neil Northrop,Dark Peak Fell Runners,M,03:09:46
Calum Tinnion,Ellenborough Athletic Club,M,03:10:55
Sam Watson,Wharfedale Harriers,M,03:11:50
Morgan Donnelly,Borrowdale Fell Runners,M40,03:12:17
Jack Wood,Ilkley Harriers,M,03:13:50
Luke Maude,Barlick Fell Runners,M,03:13:58
Ian Holmes,Bingley Harriers,M50,03:14:12
Mark McGoldrick,Wharfedale Harriers,M,03:15:00
Jim Davies,Borrowdale Fell Runners,M50,03:16:01
Kieran Hodgson,Helm Hill Runners,M40,03:16:21
Richard McGrath,Ellenborough Athletic Club,M,03:16:42
Mark Lamb,Keswick Athletic Club,M,03:17:43
Christopher Holdsworth,Clayton-le-Moors Harriers,M,03:19:17
Joe Baxter,Pudsey & Bramley Athletic Club,M,03:19:20
Pete Vale,Mercia Fell Runners,M40,03:19:32
Andrew Jebb,Bingley Harriers,M,03:19:35
Nicholas Barber,Pennine Fell Runners,M,03:19:38
Stephen Pyke,Dark Peak Fell Runners,M50,03:19:42
Josh Williams,Dark Peak Fell Runners,M,03:19:53
Chris Arthur,Bowland Fell Runners,M,03:20:00
Ted Ferguson,Borrowdale Fell Runners,M,03:20:36
Neal Crampton,Pudsey & Bramley Athletic Club,M,03:20:58
Paul Aitken,Helm Hill Runners,M,03:23:00
Nigel Wood,Helm Hill Runners,M40,03:23:05
Paul Cornforth,Borrowdale Fell Runners,M50,03:23:52
Steve Halsall,Unattached,M,03:24:43
Karl Steinegger,Ambleside Athletic Club,M,03:24:53
Lou Roberts,Ambleside Athletic Club,F40,03:26:09
David Cope,Howgill Harriers,M,03:26:14
Stanley Topalian,Westerlands Cross Country Club,M,03:28:27
Dan Golding,Ambleside Athletic Club,M40,03:28:30
Jon Deegan,Ambleside Athletic Club,M45,03:28:42
